RepoName;TravisFullPath;TravisFileGitURL
Tw1ddle/needs-ai-standalone;D:/PhD Work/repos/applied/Tw1ddle/needs-ai-standalone/.travis.yml;https://github.com/Tw1ddle/needs-ai-standalone/blob/master/.travis.yml
MycroftAI/mycroft-core;D:/PhD Work/repos/applied/MycroftAI/mycroft-core/.travis.yml;https://github.com/MycroftAI/mycroft-core/blob/master/.travis.yml
IBM/MAX-Audio-Sample-Generator;D:/PhD Work/repos/applied/IBM/MAX-Audio-Sample-Generator/.travis.yml;https://github.com/IBM/MAX-Audio-Sample-Generator/blob/master/.travis.yml
stanfordnlp/python-stanford-corenlp;D:/PhD Work/repos/applied/stanfordnlp/python-stanford-corenlp/.travis.yml;https://github.com/stanfordnlp/python-stanford-corenlp/blob/master/.travis.yml
stephenhky/PyShortTextCategorization;D:/PhD Work/repos/applied/stephenhky/PyShortTextCategorization/.travis.yml;https://github.com/stephenhky/PyShortTextCategorization/blob/master/.travis.yml
IBM/MAX-Image-Caption-Generator-Web-App;D:/PhD Work/repos/applied/IBM/MAX-Image-Caption-Generator-Web-App/.travis.yml;https://github.com/IBM/MAX-Image-Caption-Generator-Web-App/blob/master/.travis.yml
permfl/dictlearn;D:/PhD Work/repos/applied/permfl/dictlearn/.travis.yml;https://github.com/permfl/dictlearn/blob/master/.travis.yml
Kensuke-Mitsuzawa/JapaneseTokenizers;D:/PhD Work/repos/applied/Kensuke-Mitsuzawa/JapaneseTokenizers/.travis.yml;https://github.com/Kensuke-Mitsuzawa/JapaneseTokenizers/blob/master/.travis.yml
felixriese/susi;D:/PhD Work/repos/applied/felixriese/susi/.travis.yml;https://github.com/felixriese/susi/blob/master/.travis.yml
bio-ontology-research-group/walking-rdf-and-owl;D:/PhD Work/repos/applied/bio-ontology-research-group/walking-rdf-and-owl/deepwalk_rdf/.travis.yml;https://github.com/bio-ontology-research-group/walking-rdf-and-owl/blob/master/deepwalk_rdf/.travis.yml
square/pysurvival;D:/PhD Work/repos/applied/square/pysurvival/.travis.yml;https://github.com/square/pysurvival/blob/master/.travis.yml
knorth55/chainer-light-head-rcnn;D:/PhD Work/repos/applied/knorth55/chainer-light-head-rcnn/.travis.yml;https://github.com/knorth55/chainer-light-head-rcnn/blob/master/.travis.yml
jgreener64/Bio3DView.jl;D:/PhD Work/repos/applied/jgreener64/Bio3DView.jl/.travis.yml;https://github.com/jgreener64/Bio3DView.jl/blob/master/.travis.yml
ikawaha/kagome.ipadic;D:/PhD Work/repos/applied/ikawaha/kagome.ipadic/.travis.yml;https://github.com/ikawaha/kagome.ipadic/blob/master/.travis.yml
jaredhuling/oem;D:/PhD Work/repos/applied/jaredhuling/oem/.travis.yml;https://github.com/jaredhuling/oem/blob/master/.travis.yml
thombashi/sqlitebiter;D:/PhD Work/repos/applied/thombashi/sqlitebiter/.travis.yml;https://github.com/thombashi/sqlitebiter/blob/master/.travis.yml
Axelrod-Python/axelrod-dojo;D:/PhD Work/repos/applied/Axelrod-Python/axelrod-dojo/.travis.yml;https://github.com/Axelrod-Python/axelrod-dojo/blob/master/.travis.yml
t-sakai-kure/pywsl;D:/PhD Work/repos/applied/t-sakai-kure/pywsl/.travis.yml;https://github.com/t-sakai-kure/pywsl/blob/master/.travis.yml
WMD-group/SMACT;D:/PhD Work/repos/applied/WMD-group/SMACT/.travis.yml;https://github.com/WMD-group/SMACT/blob/master/.travis.yml
guess-js/guess;D:/PhD Work/repos/applied/guess-js/guess/.travis.yml;https://github.com/guess-js/guess/blob/master/.travis.yml
FluxML/Zygote.jl;D:/PhD Work/repos/applied/FluxML/Zygote.jl/.travis.yml;https://github.com/FluxML/Zygote.jl/blob/master/.travis.yml
jupyterhub/jupyterhub;D:/PhD Work/repos/applied/jupyterhub/jupyterhub/.travis.yml;https://github.com/jupyterhub/jupyterhub/blob/master/.travis.yml
HealthCatalyst/healthcareai-py;D:/PhD Work/repos/applied/HealthCatalyst/healthcareai-py/.travis.yml;https://github.com/HealthCatalyst/healthcareai-py/blob/master/.travis.yml
yulingtianxia/PhotoAssessment;D:/PhD Work/repos/applied/yulingtianxia/PhotoAssessment/.travis.yml;https://github.com/yulingtianxia/PhotoAssessment/blob/master/.travis.yml
rai-project/mlmodelscope;D:/PhD Work/repos/applied/rai-project/mlmodelscope/.travis.yml;https://github.com/rai-project/mlmodelscope/blob/master/.travis.yml
SeunghunSunmoonLee/React.ai;D:/PhD Work/repos/applied/SeunghunSunmoonLee/React.ai/.travis.yml;https://github.com/SeunghunSunmoonLee/React.ai/blob/master/.travis.yml
1adrianb/pytorch-estimate-flops;D:/PhD Work/repos/applied/1adrianb/pytorch-estimate-flops/.travis.yml;https://github.com/1adrianb/pytorch-estimate-flops/blob/master/.travis.yml
BerkeleyAutomation/gqcnn;D:/PhD Work/repos/applied/BerkeleyAutomation/gqcnn/.travis.yml;https://github.com/BerkeleyAutomation/gqcnn/blob/master/.travis.yml
triagemd/keras-eval;D:/PhD Work/repos/applied/triagemd/keras-eval/.travis.yml;https://github.com/triagemd/keras-eval/blob/master/.travis.yml
bagasbgy/kerasgenerator;D:/PhD Work/repos/applied/bagasbgy/kerasgenerator/.travis.yml;https://github.com/bagasbgy/kerasgenerator/blob/master/.travis.yml
tamber/tamber-ruby;D:/PhD Work/repos/applied/tamber/tamber-ruby/.travis.yml;https://github.com/tamber/tamber-ruby/blob/master/.travis.yml
theislab/scanpy;D:/PhD Work/repos/applied/theislab/scanpy/.travis.yml;https://github.com/theislab/scanpy/blob/master/.travis.yml
stan-dev/pystan;D:/PhD Work/repos/applied/stan-dev/pystan/.travis.yml;https://github.com/stan-dev/pystan/blob/master/.travis.yml
IBM/MAX-Audio-Classifier;D:/PhD Work/repos/applied/IBM/MAX-Audio-Classifier/.travis.yml;https://github.com/IBM/MAX-Audio-Classifier/blob/master/.travis.yml
lambdaclass/finance_playground;D:/PhD Work/repos/applied/lambdaclass/finance_playground/.travis.yml;https://github.com/lambdaclass/finance_playground/blob/master/.travis.yml
NatLibFi/Annif;D:/PhD Work/repos/applied/NatLibFi/Annif/.travis.yml;https://github.com/NatLibFi/Annif/blob/master/.travis.yml
polyaxon/polyaxon-client;D:/PhD Work/repos/applied/polyaxon/polyaxon-client/.travis.yml;https://github.com/polyaxon/polyaxon-client/blob/master/.travis.yml
r9y9/deepvoice3_pytorch;D:/PhD Work/repos/applied/r9y9/deepvoice3_pytorch/.travis.yml;https://github.com/r9y9/deepvoice3_pytorch/blob/master/.travis.yml
glm-tools/pyglmnet;D:/PhD Work/repos/applied/glm-tools/pyglmnet/.travis.yml;https://github.com/glm-tools/pyglmnet/blob/master/.travis.yml
oceanprotocol/datascience;D:/PhD Work/repos/applied/oceanprotocol/datascience/.travis.yml;https://github.com/oceanprotocol/datascience/blob/master/.travis.yml
IBM/kafka-streaming-click-analysis;D:/PhD Work/repos/applied/IBM/kafka-streaming-click-analysis/.travis.yml;https://github.com/IBM/kafka-streaming-click-analysis/blob/master/.travis.yml
LanguageMachines/mbt;D:/PhD Work/repos/applied/LanguageMachines/mbt/.travis.yml;https://github.com/LanguageMachines/mbt/blob/master/.travis.yml
mne-tools/mne-python;D:/PhD Work/repos/applied/mne-tools/mne-python/.travis.yml;https://github.com/mne-tools/mne-python/blob/master/.travis.yml
terrytangyuan/dml;D:/PhD Work/repos/applied/terrytangyuan/dml/.travis.yml;https://github.com/terrytangyuan/dml/blob/master/.travis.yml
JavaBWAPI/ass;D:/PhD Work/repos/applied/JavaBWAPI/ass/.travis.yml;https://github.com/JavaBWAPI/ass/blob/master/.travis.yml
jeffkinnison/shadho;D:/PhD Work/repos/applied/jeffkinnison/shadho/.travis.yml;https://github.com/jeffkinnison/shadho/blob/master/.travis.yml
deathbeds/importnb;D:/PhD Work/repos/applied/deathbeds/importnb/.travis.yml;https://github.com/deathbeds/importnb/blob/master/.travis.yml
vene/sparse-structured-attention;D:/PhD Work/repos/applied/vene/sparse-structured-attention/.travis.yml;https://github.com/vene/sparse-structured-attention/blob/master/.travis.yml
rosette-api/rosette-elasticsearch-plugin;D:/PhD Work/repos/applied/rosette-api/rosette-elasticsearch-plugin/.travis.yml;https://github.com/rosette-api/rosette-elasticsearch-plugin/blob/master/.travis.yml
ubclaunchpad/minutes;D:/PhD Work/repos/applied/ubclaunchpad/minutes/.travis.yml;https://github.com/ubclaunchpad/minutes/blob/master/.travis.yml
OAID/Tengine;D:/PhD Work/repos/applied/OAID/Tengine/.travis.yml;https://github.com/OAID/Tengine/blob/master/.travis.yml
wala/ML;D:/PhD Work/repos/applied/wala/ML/.travis.yml;https://github.com/wala/ML/blob/master/.travis.yml
neuropoly/axondeepseg;D:/PhD Work/repos/applied/neuropoly/axondeepseg/.travis.yml;https://github.com/neuropoly/axondeepseg/blob/master/.travis.yml
guillaumegenthial/tf_metrics;D:/PhD Work/repos/applied/guillaumegenthial/tf_metrics/.travis.yml;https://github.com/guillaumegenthial/tf_metrics/blob/master/.travis.yml
makcedward/nlpaug;D:/PhD Work/repos/applied/makcedward/nlpaug/.travis.yml;https://github.com/makcedward/nlpaug/blob/master/.travis.yml
TheMTank/ai-distillery;D:/PhD Work/repos/applied/TheMTank/ai-distillery/.travis.yml;https://github.com/TheMTank/ai-distillery/blob/master/.travis.yml
amark/gun;D:/PhD Work/repos/applied/amark/gun/.travis.yml;https://github.com/amark/gun/blob/master/.travis.yml
quanteda/spacyr;D:/PhD Work/repos/applied/quanteda/spacyr/.travis.yml;https://github.com/quanteda/spacyr/blob/master/.travis.yml
ptrefall/fluid-hierarchical-task-network;D:/PhD Work/repos/applied/ptrefall/fluid-hierarchical-task-network/.travis.yml;https://github.com/ptrefall/fluid-hierarchical-task-network/blob/master/.travis.yml
webanno/webanno;D:/PhD Work/repos/applied/webanno/webanno/.travis.yml;https://github.com/webanno/webanno/blob/master/.travis.yml
NickleDave/hybrid-vocal-classifier;D:/PhD Work/repos/applied/NickleDave/hybrid-vocal-classifier/.travis.yml;https://github.com/NickleDave/hybrid-vocal-classifier/blob/master/.travis.yml
albarji/proxTV;D:/PhD Work/repos/applied/albarji/proxTV/.travis.yml;https://github.com/albarji/proxTV/blob/master/.travis.yml
paris-saclay-cds/ramp-board;D:/PhD Work/repos/applied/paris-saclay-cds/ramp-board/.travis.yml;https://github.com/paris-saclay-cds/ramp-board/blob/master/.travis.yml
NLPatVCU/medaCy;D:/PhD Work/repos/applied/NLPatVCU/medaCy/.travis.yml;https://github.com/NLPatVCU/medaCy/blob/master/.travis.yml
ONSdigital/address-index-data;D:/PhD Work/repos/applied/ONSdigital/address-index-data/.travis.yml;https://github.com/ONSdigital/address-index-data/blob/master/.travis.yml
abdullahselek/koolsla;D:/PhD Work/repos/applied/abdullahselek/koolsla/.travis.yml;https://github.com/abdullahselek/koolsla/blob/master/.travis.yml
dmlc/dlpack;D:/PhD Work/repos/applied/dmlc/dlpack/.travis.yml;https://github.com/dmlc/dlpack/blob/master/.travis.yml
jredmondson/madara;D:/PhD Work/repos/applied/jredmondson/madara/.travis.yml;https://github.com/jredmondson/madara/blob/master/.travis.yml
takahi-i/pfm;D:/PhD Work/repos/applied/takahi-i/pfm/.travis.yml;https://github.com/takahi-i/pfm/blob/master/.travis.yml
MaxHalford/tuna;D:/PhD Work/repos/applied/MaxHalford/tuna/.travis.yml;https://github.com/MaxHalford/tuna/blob/master/.travis.yml
abdullahselek/spampy;D:/PhD Work/repos/applied/abdullahselek/spampy/.travis.yml;https://github.com/abdullahselek/spampy/blob/master/.travis.yml
markusdumke/reinforcelearn;D:/PhD Work/repos/applied/markusdumke/reinforcelearn/.travis.yml;https://github.com/markusdumke/reinforcelearn/blob/master/.travis.yml
persephone-tools/persephone;D:/PhD Work/repos/applied/persephone-tools/persephone/.travis.yml;https://github.com/persephone-tools/persephone/blob/master/.travis.yml
locuslab/qpth;D:/PhD Work/repos/applied/locuslab/qpth/.travis.yml;https://github.com/locuslab/qpth/blob/master/.travis.yml
sammous/spacy-lefff;D:/PhD Work/repos/applied/sammous/spacy-lefff/.travis.yml;https://github.com/sammous/spacy-lefff/blob/master/.travis.yml
willingc/circuitpython_kernel;D:/PhD Work/repos/applied/willingc/circuitpython_kernel/.travis.yml;https://github.com/willingc/circuitpython_kernel/blob/master/.travis.yml
toodef/neural-pipeline;D:/PhD Work/repos/applied/toodef/neural-pipeline/.travis.yml;https://github.com/toodef/neural-pipeline/blob/master/.travis.yml
ehsanmok/tvm-rust;D:/PhD Work/repos/applied/ehsanmok/tvm-rust/.travis.yml;https://github.com/ehsanmok/tvm-rust/blob/master/.travis.yml
loony-bean/fastapprox-rs;D:/PhD Work/repos/applied/loony-bean/fastapprox-rs/.travis.yml;https://github.com/loony-bean/fastapprox-rs/blob/master/.travis.yml
nevillelyh/shapeless-datatype;D:/PhD Work/repos/applied/nevillelyh/shapeless-datatype/.travis.yml;https://github.com/nevillelyh/shapeless-datatype/blob/master/.travis.yml
intuit/foremast-brain;D:/PhD Work/repos/applied/intuit/foremast-brain/.travis.yml;https://github.com/intuit/foremast-brain/blob/master/.travis.yml
ErikGartner/hyperdock;D:/PhD Work/repos/applied/ErikGartner/hyperdock/.travis.yml;https://github.com/ErikGartner/hyperdock/blob/master/.travis.yml
bencbartlett/Overmind;D:/PhD Work/repos/applied/bencbartlett/Overmind/.travis.yml;https://github.com/bencbartlett/Overmind/blob/master/.travis.yml
customink/lambdipy;D:/PhD Work/repos/applied/customink/lambdipy/.travis.yml;https://github.com/customink/lambdipy/blob/master/.travis.yml
ThinkingTransistor/Sigma;D:/PhD Work/repos/applied/ThinkingTransistor/Sigma/.travis.yml;https://github.com/ThinkingTransistor/Sigma/blob/master/.travis.yml
zvtvz/zvt;D:/PhD Work/repos/applied/zvtvz/zvt/.travis.yml;https://github.com/zvtvz/zvt/blob/master/.travis.yml
vi3k6i5/flashtext;D:/PhD Work/repos/applied/vi3k6i5/flashtext/.travis.yml;https://github.com/vi3k6i5/flashtext/blob/master/.travis.yml
moj-analytical-services/pq-tool;D:/PhD Work/repos/applied/moj-analytical-services/pq-tool/.travis.yml;https://github.com/moj-analytical-services/pq-tool/blob/master/.travis.yml
wittawatj/kernel-gof;D:/PhD Work/repos/applied/wittawatj/kernel-gof/.travis.yml;https://github.com/wittawatj/kernel-gof/blob/master/.travis.yml
CartoDB/cartoframes;D:/PhD Work/repos/applied/CartoDB/cartoframes/.travis.yml;https://github.com/CartoDB/cartoframes/blob/master/.travis.yml
vochicong/datalab-nlp;D:/PhD Work/repos/applied/vochicong/datalab-nlp/.travis.yml;https://github.com/vochicong/datalab-nlp/blob/master/.travis.yml
titu1994/tfdiffeq;D:/PhD Work/repos/applied/titu1994/tfdiffeq/.travis.yml;https://github.com/titu1994/tfdiffeq/blob/master/.travis.yml
lablup/backend.ai-kernels;D:/PhD Work/repos/applied/lablup/backend.ai-kernels/mro/.travis.yml;https://github.com/lablup/backend.ai-kernels/blob/master/mro/.travis.yml
ncbi-nlp/NegBio;D:/PhD Work/repos/applied/ncbi-nlp/NegBio/.travis.yml;https://github.com/ncbi-nlp/NegBio/blob/master/.travis.yml
atomistic-machine-learning/schnetpack;D:/PhD Work/repos/applied/atomistic-machine-learning/schnetpack/.travis.yml;https://github.com/atomistic-machine-learning/schnetpack/blob/master/.travis.yml
nok/sklearn-porter;D:/PhD Work/repos/applied/nok/sklearn-porter/.travis.yml;https://github.com/nok/sklearn-porter/blob/master/.travis.yml
benfred/implicit;D:/PhD Work/repos/applied/benfred/implicit/.travis.yml;https://github.com/benfred/implicit/blob/master/.travis.yml
jupyter/nbdime;D:/PhD Work/repos/applied/jupyter/nbdime/.travis.yml;https://github.com/jupyter/nbdime/blob/master/.travis.yml
mila-iqia/babyai;D:/PhD Work/repos/applied/mila-iqia/babyai/.travis.yml;https://github.com/mila-iqia/babyai/blob/master/.travis.yml
SuperKogito/Voice-based-gender-recognition;D:/PhD Work/repos/applied/SuperKogito/Voice-based-gender-recognition/.travis.yml;https://github.com/SuperKogito/Voice-based-gender-recognition/blob/master/.travis.yml
salesforce/decaNLP;D:/PhD Work/repos/applied/salesforce/decaNLP/.travis.yml;https://github.com/salesforce/decaNLP/blob/master/.travis.yml
salesforce/decaNLP;D:/PhD Work/repos/applied/salesforce/decaNLP/text/.travis.yml;https://github.com/salesforce/decaNLP/blob/master/text/.travis.yml
salesforce/decaNLP;D:/PhD Work/repos/applied/salesforce/decaNLP/.travis.yml;https://github.com/salesforce/decaNLP/blob/master/.travis.yml
duketemon/pyuplift;D:/PhD Work/repos/applied/duketemon/pyuplift/.travis.yml;https://github.com/duketemon/pyuplift/blob/master/.travis.yml
luisdamiano/BayesHMM;D:/PhD Work/repos/applied/luisdamiano/BayesHMM/.travis.yml;https://github.com/luisdamiano/BayesHMM/blob/master/.travis.yml
proycon/gecco;D:/PhD Work/repos/applied/proycon/gecco/.travis.yml;https://github.com/proycon/gecco/blob/master/.travis.yml
pathwayforte/pathway-forte;D:/PhD Work/repos/applied/pathwayforte/pathway-forte/.travis.yml;https://github.com/pathwayforte/pathway-forte/blob/master/.travis.yml
huggingface/neuralcoref;D:/PhD Work/repos/applied/huggingface/neuralcoref/.travis.yml;https://github.com/huggingface/neuralcoref/blob/master/.travis.yml
indix/whatthelang;D:/PhD Work/repos/applied/indix/whatthelang/.travis.yml;https://github.com/indix/whatthelang/blob/master/.travis.yml
CognitiveScale/cortex-cli;D:/PhD Work/repos/applied/CognitiveScale/cortex-cli/.travis.yml;https://github.com/CognitiveScale/cortex-cli/blob/master/.travis.yml
ParrotPrediction/pyalcs;D:/PhD Work/repos/applied/ParrotPrediction/pyalcs/.travis.yml;https://github.com/ParrotPrediction/pyalcs/blob/master/.travis.yml
IBM/MAX-Image-Resolution-Enhancer;D:/PhD Work/repos/applied/IBM/MAX-Image-Resolution-Enhancer/.travis.yml;https://github.com/IBM/MAX-Image-Resolution-Enhancer/blob/master/.travis.yml
jdestefani/ulb-infof305-1819;D:/PhD Work/repos/applied/jdestefani/ulb-infof305-1819/.travis.yml;https://github.com/jdestefani/ulb-infof305-1819/blob/master/.travis.yml
rvw-org/rvw;D:/PhD Work/repos/applied/rvw-org/rvw/.travis.yml;https://github.com/rvw-org/rvw/blob/master/.travis.yml
raamana/graynet;D:/PhD Work/repos/applied/raamana/graynet/.travis.yml;https://github.com/raamana/graynet/blob/master/.travis.yml
jupyter/nbviewer;D:/PhD Work/repos/applied/jupyter/nbviewer/.travis.yml;https://github.com/jupyter/nbviewer/blob/master/.travis.yml
favstats/peRspective;D:/PhD Work/repos/applied/favstats/peRspective/.travis.yml;https://github.com/favstats/peRspective/blob/master/.travis.yml
polyrabbit/WeCron;D:/PhD Work/repos/applied/polyrabbit/WeCron/.travis.yml;https://github.com/polyrabbit/WeCron/blob/master/.travis.yml
xrobin/pROC;D:/PhD Work/repos/applied/xrobin/pROC/.travis.yml;https://github.com/xrobin/pROC/blob/master/.travis.yml
ikegami-yukino/oseti;D:/PhD Work/repos/applied/ikegami-yukino/oseti/.travis.yml;https://github.com/ikegami-yukino/oseti/blob/master/.travis.yml
Keep-Current/Engine;D:/PhD Work/repos/applied/Keep-Current/Engine/.travis.yml;https://github.com/Keep-Current/Engine/blob/master/.travis.yml
james-bowman/sparse;D:/PhD Work/repos/applied/james-bowman/sparse/.travis.yml;https://github.com/james-bowman/sparse/blob/master/.travis.yml
microsoft/pai;D:/PhD Work/repos/applied/microsoft/pai/.travis.yml;https://github.com/microsoft/pai/blob/master/.travis.yml
plasticityai/magnitude;D:/PhD Work/repos/applied/plasticityai/magnitude/.travis.yml;https://github.com/plasticityai/magnitude/blob/master/.travis.yml
a-slide/pycoQC;D:/PhD Work/repos/applied/a-slide/pycoQC/.travis.yml;https://github.com/a-slide/pycoQC/blob/master/.travis.yml
ShanKeAI/ML2017-Notes;D:/PhD Work/repos/applied/ShanKeAI/ML2017-Notes/.travis.yml;https://github.com/ShanKeAI/ML2017-Notes/blob/master/.travis.yml
markovmodel/molPX;D:/PhD Work/repos/applied/markovmodel/molPX/.travis.yml;https://github.com/markovmodel/molPX/blob/master/.travis.yml
samuelstjean/nlsam;D:/PhD Work/repos/applied/samuelstjean/nlsam/.travis.yml;https://github.com/samuelstjean/nlsam/blob/master/.travis.yml
LexPredict/lexpredict-lexnlp;D:/PhD Work/repos/applied/LexPredict/lexpredict-lexnlp/.travis.yml;https://github.com/LexPredict/lexpredict-lexnlp/blob/master/.travis.yml
tlverse/tmle3shift;D:/PhD Work/repos/applied/tlverse/tmle3shift/.travis.yml;https://github.com/tlverse/tmle3shift/blob/master/.travis.yml
Tiiiger/bert_score;D:/PhD Work/repos/applied/Tiiiger/bert_score/.travis.yml;https://github.com/Tiiiger/bert_score/blob/master/.travis.yml
mcekovic/tennis-crystal-ball;D:/PhD Work/repos/applied/mcekovic/tennis-crystal-ball/.travis.yml;https://github.com/mcekovic/tennis-crystal-ball/blob/master/.travis.yml
dfdx/Yota.jl;D:/PhD Work/repos/applied/dfdx/Yota.jl/.travis.yml;https://github.com/dfdx/Yota.jl/blob/master/.travis.yml
ibrahimsharaf/doc2vec;D:/PhD Work/repos/applied/ibrahimsharaf/doc2vec/.travis.yml;https://github.com/ibrahimsharaf/doc2vec/blob/master/.travis.yml
kubernetes-sigs/kube-batch;D:/PhD Work/repos/applied/kubernetes-sigs/kube-batch/.travis.yml;https://github.com/kubernetes-sigs/kube-batch/blob/master/.travis.yml
DongjunLee/kino-bot;D:/PhD Work/repos/applied/DongjunLee/kino-bot/.travis.yml;https://github.com/DongjunLee/kino-bot/blob/master/.travis.yml
pplu/aws-sdk-perl;D:/PhD Work/repos/applied/pplu/aws-sdk-perl/.travis.yml;https://github.com/pplu/aws-sdk-perl/blob/master/.travis.yml
biocore/calour;D:/PhD Work/repos/applied/biocore/calour/.travis.yml;https://github.com/biocore/calour/blob/master/.travis.yml
dlebech/lyrics-generator;D:/PhD Work/repos/applied/dlebech/lyrics-generator/.travis.yml;https://github.com/dlebech/lyrics-generator/blob/master/.travis.yml
jupyterhub/binderhub;D:/PhD Work/repos/applied/jupyterhub/binderhub/.travis.yml;https://github.com/jupyterhub/binderhub/blob/master/.travis.yml
MaxHalford/starboost;D:/PhD Work/repos/applied/MaxHalford/starboost/.travis.yml;https://github.com/MaxHalford/starboost/blob/master/.travis.yml
weld-project/weld;D:/PhD Work/repos/applied/weld-project/weld/.travis.yml;https://github.com/weld-project/weld/blob/master/.travis.yml
DistrictDataLabs/yellowbrick;D:/PhD Work/repos/applied/DistrictDataLabs/yellowbrick/.travis.yml;https://github.com/DistrictDataLabs/yellowbrick/blob/master/.travis.yml
Tiramisu-Compiler/tiramisu;D:/PhD Work/repos/applied/Tiramisu-Compiler/tiramisu/.travis.yml;https://github.com/Tiramisu-Compiler/tiramisu/blob/master/.travis.yml
jupyter-incubator/sparkmagic;D:/PhD Work/repos/applied/jupyter-incubator/sparkmagic/.travis.yml;https://github.com/jupyter-incubator/sparkmagic/blob/master/.travis.yml
nbortolotti/tensorflow-experiences;D:/PhD Work/repos/applied/nbortolotti/tensorflow-experiences/.travis.yml;https://github.com/nbortolotti/tensorflow-experiences/blob/master/.travis.yml
nanxstats/msaenet;D:/PhD Work/repos/applied/nanxstats/msaenet/.travis.yml;https://github.com/nanxstats/msaenet/blob/master/.travis.yml
howl-anderson/seq2annotation;D:/PhD Work/repos/applied/howl-anderson/seq2annotation/.travis.yml;https://github.com/howl-anderson/seq2annotation/blob/master/.travis.yml
databricks/spark-sklearn;D:/PhD Work/repos/applied/databricks/spark-sklearn/.travis.yml;https://github.com/databricks/spark-sklearn/blob/master/.travis.yml
roscisz/TensorHive;D:/PhD Work/repos/applied/roscisz/TensorHive/.travis.yml;https://github.com/roscisz/TensorHive/blob/master/.travis.yml
owulveryck/gorgonnx;D:/PhD Work/repos/applied/owulveryck/gorgonnx/.travis.yml;https://github.com/owulveryck/gorgonnx/blob/master/.travis.yml
mbejda/Node-OpenNLP;D:/PhD Work/repos/applied/mbejda/Node-OpenNLP/.travis.yml;https://github.com/mbejda/Node-OpenNLP/blob/master/.travis.yml
astropy/astrowidgets;D:/PhD Work/repos/applied/astropy/astrowidgets/.travis.yml;https://github.com/astropy/astrowidgets/blob/master/.travis.yml
beringresearch/ivis;D:/PhD Work/repos/applied/beringresearch/ivis/.travis.yml;https://github.com/beringresearch/ivis/blob/master/.travis.yml
oxfordcontrol/osqp;D:/PhD Work/repos/applied/oxfordcontrol/osqp/.travis.yml;https://github.com/oxfordcontrol/osqp/blob/master/.travis.yml
kendryte/kendryte-standalone-sdk;D:/PhD Work/repos/applied/kendryte/kendryte-standalone-sdk/.travis.yml;https://github.com/kendryte/kendryte-standalone-sdk/blob/master/.travis.yml
hshindo/Merlin.jl;D:/PhD Work/repos/applied/hshindo/Merlin.jl/.travis.yml;https://github.com/hshindo/Merlin.jl/blob/master/.travis.yml
trthatcher/MLKernels.jl;D:/PhD Work/repos/applied/trthatcher/MLKernels.jl/.travis.yml;https://github.com/trthatcher/MLKernels.jl/blob/master/.travis.yml
koshort/pyeunjeon;D:/PhD Work/repos/applied/koshort/pyeunjeon/.travis.yml;https://github.com/koshort/pyeunjeon/blob/master/.travis.yml
ugnelis/tensorflow-rnn-ctc;D:/PhD Work/repos/applied/ugnelis/tensorflow-rnn-ctc/.travis.yml;https://github.com/ugnelis/tensorflow-rnn-ctc/blob/master/.travis.yml
HuwCampbell/grenade;D:/PhD Work/repos/applied/HuwCampbell/grenade/.travis.yml;https://github.com/HuwCampbell/grenade/blob/master/.travis.yml
aldro61/mmit;D:/PhD Work/repos/applied/aldro61/mmit/.travis.yml;https://github.com/aldro61/mmit/blob/master/.travis.yml
ribtoks/yannpp;D:/PhD Work/repos/applied/ribtoks/yannpp/.travis.yml;https://github.com/ribtoks/yannpp/blob/master/.travis.yml
platisd/bad-commit-message-blocker;D:/PhD Work/repos/applied/platisd/bad-commit-message-blocker/.travis.yml;https://github.com/platisd/bad-commit-message-blocker/blob/master/.travis.yml
patrickschur/neural-network;D:/PhD Work/repos/applied/patrickschur/neural-network/.travis.yml;https://github.com/patrickschur/neural-network/blob/master/.travis.yml
PPPLDeepLearning/plasma-python;D:/PhD Work/repos/applied/PPPLDeepLearning/plasma-python/.travis.yml;https://github.com/PPPLDeepLearning/plasma-python/blob/master/.travis.yml
mkearney/tweetbotornot;D:/PhD Work/repos/applied/mkearney/tweetbotornot/.travis.yml;https://github.com/mkearney/tweetbotornot/blob/master/.travis.yml
MathBunny/strava-wind-analysis-ml;D:/PhD Work/repos/applied/MathBunny/strava-wind-analysis-ml/.travis.yml;https://github.com/MathBunny/strava-wind-analysis-ml/blob/master/.travis.yml
IBM/pytorch-on-watson-studio;D:/PhD Work/repos/applied/IBM/pytorch-on-watson-studio/.travis.yml;https://github.com/IBM/pytorch-on-watson-studio/blob/master/.travis.yml
chakki-works/chariot;D:/PhD Work/repos/applied/chakki-works/chariot/.travis.yml;https://github.com/chakki-works/chariot/blob/master/.travis.yml
pommedeterresautee/fastrtext;D:/PhD Work/repos/applied/pommedeterresautee/fastrtext/.travis.yml;https://github.com/pommedeterresautee/fastrtext/blob/master/.travis.yml
scikit-learn-contrib/stability-selection;D:/PhD Work/repos/applied/scikit-learn-contrib/stability-selection/.travis.yml;https://github.com/scikit-learn-contrib/stability-selection/blob/master/.travis.yml
HoloClean/holoclean;D:/PhD Work/repos/applied/HoloClean/holoclean/.travis.yml;https://github.com/HoloClean/holoclean/blob/master/.travis.yml
Bytom/bytom;D:/PhD Work/repos/applied/Bytom/bytom/.travis.yml;https://github.com/Bytom/bytom/blob/master/.travis.yml
cjekel/tindetheus;D:/PhD Work/repos/applied/cjekel/tindetheus/.travis.yml;https://github.com/cjekel/tindetheus/blob/master/.travis.yml
