name,num
configpublishdoxygensh configpublishdoxygensh,"[12.45851730230032, 4.441734537716383e-05, 0.0005533742659036447]"
doxyconfig doxyfile,"[12.45851730230032, 4.441734537716383e-05, 0.0005533742659036447]"
githubtoken githubtoken,"[12.45851730230032, 4.441734537716383e-05, 0.0005533742659036447]"
keyserverubuntucompkslookup opget,"[12.45851730230032, 4.441734537716383e-05, 0.0005533742659036447]"
sslflag luaflag,"[13.051700309826446, 4.239837513274729e-05, 0.0005533708858562157]"
etcsslcertsca install,"[5.170385290682503, 0.0001070054229540765, 0.000553259264865017]"
python3numpy python3pip,"[7.58896240313722, 7.268292879899536e-05, 0.0005515880140054753]"
waf install,"[3.1703852906825034, 0.00017363144101982224, 0.0005504785666092511]"
lsbrelease sc,"[12.363360069259981, 4.441734537716383e-05, 0.0005491476342185567]"
packagesrosorgrosubuntu lsbrelease,"[12.363360069259981, 4.441734537716383e-05, 0.0005491476342185567]"
xcode10 allowfailures,"[9.374917100682381, 5.85501370880796e-05, 0.0005489026814343352]"
env taskperltest,"[5.663953747457395, 9.691057173199381e-05, 0.000548896995929665]"
cereal usr,"[10.857252989250064, 5.047425611041345e-05, 0.0005480117680349597]"
usr tinydnniocaffecaffepb,"[10.857252989250064, 5.047425611041345e-05, 0.0005480117680349597]"
thenn scriptsbuilddocshnfin,"[8.198560099995538, 6.662601806574575e-05, 0.0005462374133354051]"
thenn scriptstravismacpythonbuildwheelssh,"[8.198560099995538, 6.662601806574575e-05, 0.0005462374133354051]"
then madararootbintestlamport,"[4.917420686950798, 0.00011104336344290958, 0.0005460469325427596]"
continuous ghpages,"[12.288592300858008, 4.441734537716383e-05, 0.0005458266484263665]"
venv pip,"[7.505114480818346, 7.268292879899536e-05, 0.0005454937014376289]"
include dmkldnnlibrary,"[8.184933599251657, 6.662601806574575e-05, 0.0005453295338506704]"
which g7,"[5.087927088713371, 0.0001070054229540765, 0.0005444357900872774]"
py exit,"[10.366314596282528, 5.249322635482998e-05, 0.0005441612985680368]"
coverage xml,"[10.359528207668957, 5.249322635482998e-05, 0.0005438050591344127]"
q1i4ysb5vcnaf9unmm6t92ht9kwogbxzvcpxip5xuvulpazq7std3rl1v3r1mucyaabkcy9n4upqjjzsuolu4jc8zpzpxpir7hoer5umlkfsmuc1rhmsht8ck9naznqv7flstijtziao85lrgxgw0b6xzcwc0ksejpjvams5kwmcfcqs2mpqpyhfe5jjpurepotlrtb6psm5bwyeww8bpsato2k5b8dddmujixmuj1utcx5rjzctjlwasj8d7u9aufcmohv5hqhbvjd06flt254snmvzmvlw9cvuazvuttrecgbycvndr7nxwprho1sbkqglucnofofyt1vfabpxj9jmktznyxwp22cfvbbdhynosxbxvfdgizhcwhqmihflok3pnyibyabtinherqrszkbpztoepbe3o8pgpjoz8iix1ttlgmwwaw5d6wxx8fep5fmkjwpxckcmi5tx5wpou8cpziwpjcxg3zojhw80pqwcrmznedfcf9zskjnsmvgbiwgevi8xvg0gst5vmjaaxk7jhc0ckvpoemcfrgybwdjd3dkyiielumbrftrdpcdjv6j5r1xmv7qkrfdfajnc33kljo2aalztrkrpveip2h2ju13zbemn8gkwwewnzidmwtcbh4rpe80rfqaswkyfii7hrei cache,"[8.157228973471996, 6.662601806574575e-05, 0.0005434836849529699]"
msbuildpath pathfix,"[8.957946988869539, 6.056910733249613e-05, 0.0005425748526476496]"
eval beforebuild,"[8.95144346903188, 6.056910733249613e-05, 0.0005421809402565634]"
verbose1 ctest,"[9.582877640676244, 5.6531166843663056e-05, 0.000541731254747477]"
update fi,"[2.374178570215637, 0.00022814363761906878, 0.0005416537353662351]"
build cp,"[5.24127880893656, 0.00010296748246524342, 0.0005396812838546272]"
toolchainsarmlinuxgnueabihftoolchaincmake dcmakebuildtypedebug,"[9.873554801579166, 5.451219659924652e-05, 0.000538229160477118]"
dpythonexecutable which,"[9.190967415344035, 5.85501370880796e-05, 0.0005381324021404659]"
directory zerocounters,"[10.655854075567438, 5.047425611041345e-05, 0.0005378463076853838]"
cmake docker,"[2.096568623988471, 0.0002564092210409003, 0.0005375795277356761]"
echo showing,"[6.653506320711017, 8.075880977666151e-05, 0.0005373292513021161]"
global makeflags,"[9.85455383964911, 5.451219659924652e-05, 0.000537193376304812]"
sc main,"[12.085058906772876, 4.441734537716383e-05, 0.0005367862353655008]"
sourceencodingiso88591 coverageinfo,"[10.627930074004999, 5.047425611041345e-05, 0.0005364368644788937]"
cpp dist,"[2.886317007454924, 0.0001857452624863215, 0.0005361197101684487]"
cd java,"[2.824466603901328, 0.00018978320297515454, 0.0005360363187847512]"
currentio e74olgvctra0yjwg5q6jjzck,"[14.748023919495306, 3.634146439949768e-05, 0.0005359647862332789]"
describe abbrev0,"[14.748023919495306, 3.634146439949768e-05, 0.0005359647862332789]"
makejobs 2,"[8.033778401829185, 6.662601806574575e-05, 0.0005352586649364693]"
g7 version,"[4.991651177656724, 0.0001070054229540765, 0.0005341337455043718]"
stable main,"[12.02092856935316, 4.441734537716383e-05, 0.0005339377360191752]"
npython3 c,"[7.341464574140765, 7.268292879899536e-05, 0.0005335991469226201]"
nvenvbinpython3 c,"[7.341464574140765, 7.268292879899536e-05, 0.0005335991469226201]"
cxx clang9,"[6.441202716998156, 8.277778002107805e-05, 0.0005331884615788436]"
cc gcc49,"[7.763130811885514, 6.864498831016228e-05, 0.0005329000238321417]"
pybobpybobpy install,"[5.170385290682503, 0.00010296748246524342, 0.0005323815567569032]"
usrsrcgtest sudo,"[5.607194148722307, 9.489160148757727e-05, 0.0005320756326240323]"
gcov gcov,"[7.973636166578357, 6.662601806574575e-05, 0.0005312516272841333]"
enableutf8only make,"[6.096972228316378, 8.681572050991112e-05, 0.0005293130369302047]"
withcharsetutf8 make,"[6.096972228316378, 8.681572050991112e-05, 0.0005293130369302047]"
withjubatusmpiousrlocal make,"[6.096972228316378, 8.681572050991112e-05, 0.0005293130369302047]"
rapidjsondev libssldev,"[11.873554801579164, 4.441734537716383e-05, 0.0005273917844764237]"
libtbbdev gem,"[10.435261950000017, 5.047425611041345e-05, 0.0005267120842435532]"
c o,"[4.829565535609337, 0.00010902439319849304, 0.0005265404519321631]"
gamsroot if,"[4.738195302127199, 0.00011104336344290958, 0.0005261451429975974]"
rf detectionstudiobuild,"[11.830486079687278, 4.441734537716383e-05, 0.0005254787861811987]"
exit 1n,"[10.83579987958375, 4.8455285865996906e-05, 0.0005250517807519655]"
protobufcompiler libopencvdev,"[9.628442303742634, 5.451219659924652e-05, 0.0005248675398061205]"
libssldev os,"[4.7217771468471135, 0.00011104336344290958, 0.0005243220158137687]"
keyurl https,"[6.330834612797197, 8.277778002107805e-05, 0.0005240524349279532]"
which python36,"[8.94303990190045, 5.85501370880796e-05, 0.0005236162122404372]"
inside the,"[8.942100952930835, 5.85501370880796e-05, 0.0005235612366495476]"
the toplevel,"[8.942100952930835, 5.85501370880796e-05, 0.0005235612366495476]"
valgrind c,"[6.323977147411927, 8.277778002107805e-05, 0.0005234847891667893]"
comptype g,"[7.847157111514559, 6.662601806574575e-05, 0.0005228248314765142]"
dev git,"[6.01063899818158, 8.681572050991112e-05, 0.0005218179553521042]"
packages python3,"[5.156327051352342, 0.0001009485122208269, 0.0005205235443580221]"
zmq include,"[4.685522542645714, 0.00011104336344290958, 0.0005202961826229538]"
nyumayaaudiotestdata pwd,"[10.295897101481241, 5.047425611041345e-05, 0.0005196777471866276]"
version make,"[2.89146724750497, 0.00017968835175307185, 0.0005195629838521595]"
makeflags j,"[9.519205228999427, 5.451219659924652e-05, 0.0005189127869117923]"
maartenfonvilleprotobuf packages,"[7.774565706947801, 6.662601806574575e-05, 0.0005179883552444316]"
g8 clang50,"[8.842792547808479, 5.85501370880796e-05, 0.0005177467159156351]"
imgaug m,"[9.857252989250068, 5.249322635482998e-05, 0.0005174390124015282]"
global codacyprojecttoken1370ce38e99e40af842d47a8dd721444,"[9.854553839649112, 5.249322635482998e-05, 0.0005172973253305598]"
barelinux none,"[8.822551898145063, 5.85501370880796e-05, 0.0005165616231030903]"
search0x421c365bd9ff1f717815a3895523baeeb01fa116 sourceline,"[11.605065965653262, 4.441734537716383e-05, 0.0005154662231211903]"
env sharedlibs,"[3.8565988253997894, 0.0001332520361314915, 0.0005138996460268405]"
releasev093 develop,"[11.56922076670654, 4.441734537716383e-05, 0.0005138740745394605]"
osximage xcode114,"[8.483320693300895, 6.056910733249613e-05, 0.0005138271616085274]"
osximage xcode115,"[8.483320693300895, 6.056910733249613e-05, 0.0005138271616085274]"
libmaclibnyumayadylib usrlocallib,"[10.16640486184852, 5.047425611041345e-05, 0.0005131417227190946]"
chmod ugox,"[10.587032042823003, 4.8455285865996906e-05, 0.0005129976641074578]"
export dyldlibrarypath,"[4.615595594506416, 0.00011104336344290958, 0.0005125312591062683]"
packages clang9,"[6.189603206226643, 8.277778002107805e-05, 0.0005123616126227885]"
install python,"[1.7326759650897294, 0.0002947696556848145, 0.0005107402976428533]"
cmake gcc9,"[6.168917538897418, 8.277778002107805e-05, 0.0005106492990030206]"
testtinydnntest aftersuccess,"[10.10737728619647, 5.047425611041345e-05, 0.0005101623497480562]"
g5 job,"[7.018224866674302, 7.268292879899536e-05, 0.000510105138279827]"
ccachesloppinesspchdefines timemacros,"[14.83048607968728, 3.432249415508114e-05, 0.0005090192717870788]"
zmqpp protobuf,"[14.83048607968728, 3.432249415508114e-05, 0.0005090192717870788]"
usrlib cd,"[5.860464802138722, 8.681572050991112e-05, 0.0005087804743206469]"
runcoveritytrue addons,"[7.626202640103681, 6.662601806574575e-05, 0.0005081035148725858]"
vddd addons,"[7.626202640103681, 6.662601806574575e-05, 0.0005081035148725858]"
bionic compiler,"[2.988674823737952, 0.00016959350053098916, 0.0005068598253065563]"
localdir travisbuilddirhtml,"[11.410154280738922, 4.441734537716383e-05, 0.0005068087634943051]"
name pfnetresearchmenoh,"[7.5965844888981735, 6.662601806574575e-05, 0.0005061301753952937]"
openssl aes256cbc,"[11.386567460421306, 4.441734537716383e-05, 0.0005057610995499084]"
bionic python,"[4.633791550616227, 0.00010902439319849304, 0.0005051963120142383]"
except releasev093,"[11.371054461049981, 4.441734537716383e-05, 0.0005050720532989966]"
dswbuildoff make,"[6.096972228316378, 8.277778002107805e-05, 0.0005046938259101952]"
git checkout,"[7.123533054587515, 7.066395855457882e-05, 0.0005033770445315444]"
linuxtrue fi,"[6.076581139055282, 8.277778002107805e-05, 0.0005030058968089501]"
osxtrue fi,"[6.076581139055282, 8.277778002107805e-05, 0.0005030058968089501]"
g7 g7,"[4.699909803368236, 0.0001070054229540765, 0.0005029158363554286]"
cppcheck sudo,"[2.4661240099521784, 0.00020391599468607031, 0.0005028821305085988]"
g simtime,"[4.525229016627197, 0.00011104336344290958, 0.0005024966503557342]"
packages libboosttestdev,"[7.774565706947797, 6.460704782132921e-05, 0.0005022917384188424]"
addaptrepository deb,"[8.569220766706541, 5.85501370880796e-05, 0.0005017290506286866]"
xcode8 env,"[5.06921022594365, 9.892954197641035e-05, 0.0005014946458347408]"
out configtraviscirsa,"[11.288592300858008, 4.441734537716383e-05, 0.0005014093030492027]"
useconcmarksweepgc install,"[5.170385290682503, 9.691057173199381e-05, 0.0005010649945947324]"
envsh cd,"[4.860464802138722, 0.00010296748246524342, 0.0005004698242871517]"
travisnodeversion 4,"[13.748023919495306, 3.634146439949768e-05, 0.0004996233218337812]"
script docker,"[1.930990054283651, 0.00025842819128531685, 0.0004990222671184597]"
3 pip,"[6.862271064016689, 7.268292879899536e-05, 0.0004987699591453311]"
libboostalldev libopencvdev,"[8.51148731583859, 5.85501370880796e-05, 0.0004983487491658]"
global usetbbon,"[9.854553839649109, 5.047425611041345e-05, 0.0004974012743563073]"
ninjabuild compiler,"[6.007868388971268, 8.277778002107805e-05, 0.0004973180078978523]"
travisrunbuildsh dist,"[7.682495587047509, 6.460704782132921e-05, 0.0004963433597795291]"
tests simtime,"[4.46931635320707, 0.00011104336344290958, 0.0004962879201505119]"
1 fi,"[2.21278552265359, 0.0002241056971302357, 0.0004958978421539757]"
devnull 2,"[7.434316331412912, 6.662601806574575e-05, 0.0004953188942031854]"
travisinstallsh gem,"[9.807230727386974, 5.047425611041345e-05, 0.0004950126754680465]"
submodule foreach,"[14.394386964880605, 3.432249415508114e-05, 0.0004940512624680907]"
onsuccess always,"[5.681746955544455, 8.681572050991112e-05, 0.0004932649557005858]"
directories homepipcache,"[9.770743995995389, 5.047425611041345e-05, 0.0004931710348431557]"
ccusrbingcc7 sudo,"[4.607194148722307, 0.0001070054229540765, 0.0004929947585155769]"
qq libstdc48dev,"[8.416111736035322, 5.85501370880796e-05, 0.0004927644958934637]"
qq libzmq3dev,"[8.416111736035322, 5.85501370880796e-05, 0.0004927644958934637]"
python2715macosx106pkg target,"[11.078745132840673, 4.441734537716383e-05, 0.0004920884489109569]"
source imgaug,"[9.365279823423348, 5.249322635482998e-05, 0.000491613753647284]"
update qn,"[8.39536738968279, 5.85501370880796e-05, 0.0004915499115707203]"
walways coverage,"[9.359528207668957, 5.249322635482998e-05, 0.0004913118327795827]"
cmake cmakeversion,"[6.753880039618572, 7.268292879899536e-05, 0.0004908917820365526]"
ciformatscriptsh fi,"[6.076581139055278, 8.075880977666151e-05, 0.0004907374603014144]"
leptversrc then,"[5.917420686950798, 8.277778002107805e-05, 0.0004898309479165897]"
leptverusrliblibleptonicaso then,"[5.917420686950798, 8.277778002107805e-05, 0.0004898309479165897]"
then linuxtrue,"[5.917420686950798, 8.277778002107805e-05, 0.0004898309479165897]"
then osxtrue,"[5.917420686950798, 8.277778002107805e-05, 0.0004898309479165897]"
to cmakedirn,"[8.349042766435536, 5.85501370880796e-05, 0.00048883759852904]"
libssldev env,"[4.400919341623599, 0.00011104336344290958, 0.0004886928859348397]"
cmake src,"[5.882613353740776, 8.277778002107805e-05, 0.0004869496741450102]"
cmakeliststxt sudo,"[5.607194148722307, 8.681572050991112e-05, 0.0004867926000602848]"
coverage and,"[7.295397870249239, 6.662601806574575e-05, 0.0004860633103000289]"
coverageinfo coverallslcov,"[9.627930074004999, 5.047425611041345e-05, 0.0004859626083684802]"
cpplintpy exit,"[9.250837378862593, 5.249322635482998e-05, 0.0004856063005003562]"
always onfailure,"[5.591970248455869, 8.681572050991112e-05, 0.000485470926189683]"
install scipy,"[4.71352761570903, 0.00010296748246524342, 0.00048534007211996014]"
linux release,"[3.639584164489694, 0.0001332520361314915, 0.00048498200059018503]"
python27 m,"[8.57714507005733, 5.6531166843663056e-05, 0.000484876018997713]"
toolclangformat script,"[5.992023655964761, 8.075880977666151e-05, 0.000483908698609314]"
g zmq,"[4.347746054908615, 0.00011104336344290958, 0.0004827883453326937]"
allowunauthenticated libopenblasdev,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
armadillolatest sanityhistoryperform,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
armadillominimum stages,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
libarmadillodev libgmmdev,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
libsuitesparsedev libarmadillodev,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
mlpackgit listsmlpackorg,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
openjdk11jdk javahelper,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
sanityhistory perform,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
sanityhistoryperform armadillominimum,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
sgall0 sgbase1,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
sgbase1 sgpython1,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
sgpython0 sgjava0,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
sgpython1 sgjava1,"[14.917948920937619, 3.2303523910664606e-05, 0.00048190231966558164]"
codacycoverage pip,"[9.168079493540777, 5.249322635482998e-05, 0.000481262072093511]"
pythonvirtualenv pip,"[9.168079493540777, 5.249322635482998e-05, 0.000481262072093511]"
requirementstxt pip,"[9.168079493540777, 5.249322635482998e-05, 0.000481262072093511]"
testrequirementstxt pip,"[9.168079493540777, 5.249322635482998e-05, 0.000481262072093511]"
openssl fi,"[4.326559392063629, 0.00011104336344290958, 0.0004804357070302555]"
cc gcc48,"[7.207612089056841, 6.662601806574575e-05, 0.0004802144932563886]"
config ddisablemaintainercflagsoff,"[9.898358192579739, 4.8455285865996906e-05, 0.0004796277758254837]"
include barelinux,"[8.184933599251657, 5.85501370880796e-05, 0.00047922898429301325]"
target dummysample,"[9.493782632119517, 5.047425611041345e-05, 0.0004791916160301956]"
script echo,"[1.7828634912393504, 0.0002685230425073995, 0.00047873992904295476]"
walways aftersuccess,"[9.107377286196474, 5.249322635482998e-05, 0.0004780756173831487]"
llvmtoolchaintrusty60 ubuntutoolchainrtest,"[8.162226767295337, 5.85501370880796e-05, 0.00047789949616913475]"
then ciformatscriptsh,"[5.917420686950798, 8.075880977666151e-05, 0.0004778838516259412]"
cmake dmkldnnincludedir,"[7.168917538897414, 6.662601806574575e-05, 0.0004776364294584207]"
cmakedata cmake,"[7.168917538897414, 6.662601806574575e-05, 0.0004776364294584207]"
trusty branches,"[4.634166869373097, 0.00010296748246524342, 0.0004771684958631863]"
https ftpfaudemacportsdistfilesarmadillo,"[7.382673544316816, 6.460704782132921e-05, 0.0004769727427269386]"
xz fi,"[5.761707801701867, 8.277778002107805e-05, 0.00047694138095500635]"
o cpplintpy,"[9.066199879521562, 5.249322635482998e-05, 0.0004759140824538577]"
script sh,"[5.114706175739592, 9.287263124316074e-05, 0.00047501622057658004]"
codeblocks ninja,"[13.83048607968728, 3.432249415508114e-05, 0.00047469677763199773]"
githubcomroboteamtwenteroboteamsuite roboteamsuite,"[13.83048607968728, 3.432249415508114e-05, 0.00047469677763199773]"
roboteamsuite recursesubmodules,"[13.83048607968728, 3.432249415508114e-05, 0.00047469677763199773]"
xenial language,"[3.915525039787525, 0.00012113821466499226, 0.00047431971279593356]"
j2 testtinydnntest,"[9.394386964880605, 5.047425611041345e-05, 0.0004741746936657133]"
is ready,"[14.670021407494033, 3.2303523910664606e-05, 0.00047389338730694517]"
libssldev libboostdev,"[10.660561078244966, 4.441734537716383e-05, 0.0004735138233267567]"
cd mathminuit2,"[5.860464802138722, 8.075880977666151e-05, 0.00047328416215874127]"
sources llvmtoolchaintrusty60,"[8.080320987766214, 5.85501370880796e-05, 0.00047310390154939856]"
test e,"[5.715130770451797, 8.277778002107805e-05, 0.00047308583770815316]"
y g7,"[4.417861019615799, 0.0001070054229540765, 0.00047273508695631623]"
src script,"[5.705719470808123, 8.277778002107805e-05, 0.0004723067912165367]"
clang job,"[4.326423327865172, 0.00010902439319849304, 0.0004716856780403053]"
typeopsbenchmark os,"[5.984811552680906, 7.873983953224497e-05, 0.0004712431012888204]"
typeopstest os,"[5.984811552680906, 7.873983953224497e-05, 0.0004712431012888204]"
ldlibrarypathusrlocalclanglib ldlibrarypath,"[8.642988448797018, 5.451219659924652e-05, 0.0004711482855258398]"
chmod 0600,"[10.587032042823001, 4.441734537716383e-05, 0.00047024785876516957]"
gcc cache,"[2.910250913857272, 0.00016151761955332302, 0.00047005679990910955]"
list sudo,"[4.306799215384586, 0.00010902439319849304, 0.00046954617108505047]"
the libmaceso,"[8.942100952930836, 5.249322635482998e-05, 0.00046939972940993925]"
env configrelease,"[5.663953747457395, 8.277778002107805e-05, 0.0004688495173565889]"
env leptver1780,"[5.663953747457395, 8.277778002107805e-05, 0.0004688495173565889]"
cp doxyconfig,"[10.542909489590693, 4.441734537716383e-05, 0.00046828805207932786]"
beforeinstall actions,"[7.7275069021547935, 6.056910733249613e-05, 0.0004680481949692184]"
no beforeinstall,"[7.7275069021547935, 6.056910733249613e-05, 0.0004680481949692184]"
xcode115 beforeinstall,"[7.7275069021547935, 6.056910733249613e-05, 0.0004680481949692184]"
cd mkdir,"[2.2886558491848845, 0.00020391599468607031, 0.00046669353398062866]"
traviswait 30,"[12.83048607968728, 3.634146439949768e-05, 0.00046627865309320586]"
cppcoverallsnfin script,"[6.992023655964765, 6.662601806574575e-05, 0.0004658506944184301]"
script scriptsuploadpypish,"[6.992023655964765, 6.662601806574575e-05, 0.0004658506944184301]"
echo travisbranch,"[3.6621194510157267, 0.00012719512539824187, 0.00046580374279528604]"
python3setuptools python3venv,"[12.809424464159449, 3.634146439949768e-05, 0.00046551324314230525]"
cache pip,"[4.188719259599814, 0.00011104336344290958, 0.00046512947510405733]"
cpplint beforescript,"[9.214045347492954, 5.047425611041345e-05, 0.0004650720846823228]"
packages gcc49,"[6.774565706947797, 6.864498831016228e-05, 0.0004650399837598578]"
chatfreenodenet mlpack,"[14.394386964880606, 3.2303523910664606e-05, 0.0004649894234993796]"
githubcomcreationixnvmgit nvm,"[12.748023919495306, 3.634146439949768e-05, 0.0004632818574342836]"
nvmnvmsh nvm,"[12.748023919495306, 3.634146439949768e-05, 0.0004632818574342836]"
clang9 cmake,"[5.58395503817626, 8.277778002107805e-05, 0.00046222740179774493]"
channels chatfreenodenet,"[9.929264234165451, 4.643631562158037e-05, 0.0004610784478677764]"
http packagesrosorgrosubuntu,"[10.367202135554374, 4.441734537716383e-05, 0.00046048359784978907]"
http zeroccomdownloadice36ubuntu1604,"[10.367202135554374, 4.441734537716383e-05, 0.00046048359784978907]"
name linuxgccarm32,"[7.5965844888981735, 6.056910733249613e-05, 0.00046011834126844875]"
name linuxgccarm64,"[7.5965844888981735, 6.056910733249613e-05, 0.00046011834126844875]"
windowssystem32 name,"[7.5965844888981735, 6.056910733249613e-05, 0.00046011834126844875]"
xcode114 name,"[7.5965844888981735, 6.056910733249613e-05, 0.00046011834126844875]"
path cmdexe,"[7.593205810443202, 6.056910733249613e-05, 0.00045991369773046753]"
n openssl,"[4.297304375558795, 0.0001070054229540765, 0.0004598348722690725]"
jderobotorgresourcesassetsjderobotpng doxygen,"[10.340520092901869, 4.441734537716383e-05, 0.0004592984523459245]"
zerocicealldev doxygen,"[10.340520092901869, 4.441734537716383e-05, 0.0004592984523459245]"
f cpplintpy,"[8.733073578029337, 5.249322635482998e-05, 0.000458427208104879]"
env toolclangtidyanalyzer,"[5.663953747457391, 8.075880977666151e-05, 0.0004574141632747206]"
env toolminuit2standalone,"[5.663953747457391, 8.075880977666151e-05, 0.0004574141632747206]"
sudo python,"[1.8865508598580334, 0.00024227642932998452, 0.00045706680607581634]"
sudo rm,"[2.794759309300346, 0.00016353658979773955, 0.00045704540674846466]"
i continuous,"[10.28495372379466, 4.441734537716383e-05, 0.00045683034173793464]"
wget unzip,"[7.539184443609301, 6.056910733249613e-05, 0.00045664167176445687]"
y pythonvirtualenv,"[8.662920351118892, 5.249322635482998e-05, 0.0004547446388851472]"
cmakesourcedir llvmbin,"[15.0110583253291, 3.0284553666248065e-05, 0.00045460320144060897]"
llvmbin configurecmake,"[15.0110583253291, 3.0284553666248065e-05, 0.00045460320144060897]"
llvmconfigbin cmakesourcedir,"[15.0110583253291, 3.0284553666248065e-05, 0.00045460320144060897]"
nset llvmconfigbin,"[15.0110583253291, 3.0284553666248065e-05, 0.00045460320144060897]"
printf nset,"[15.0110583253291, 3.0284553666248065e-05, 0.00045460320144060897]"
travisbuilddirllvmbin printf,"[15.0110583253291, 3.0284553666248065e-05, 0.00045460320144060897]"
slack currentio,"[12.508557984799916, 3.634146439949768e-05, 0.0004545793146936586]"
make j4,"[5.477244309434546, 8.277778002107805e-05, 0.0004533941245680744]"
g clang,"[2.338371949450046, 0.00019382114346398762, 0.0004532259250865218]"
la sudo,"[5.607194148722304, 8.075880977666151e-05, 0.000452830325637474]"
configdebug beforeinstall,"[7.7275069021547935, 5.85501370880796e-05, 0.00045244658847024444]"
generic beforeinstall,"[7.7275069021547935, 5.85501370880796e-05, 0.00045244658847024444]"
env ccompilergcc5,"[3.8637232598331686, 0.0001171002741761592, 0.0004524430530672676]"
gfortran sudo,"[4.226590146507338, 0.0001070054229540765, 0.0004522680662805498]"
qq libgtestdev,"[7.719503879485256, 5.85501370880796e-05, 0.00045197801039582403]"
condition totest,"[10.169756071348157, 4.441734537716383e-05, 0.0004517135678225799]"
buildghpages true,"[6.775203644186089, 6.662601806574575e-05, 0.00045140484039664884]"
true token,"[6.775203644186089, 6.662601806574575e-05, 0.00045140484039664884]"
branch coverityscan,"[6.763226687947412, 6.662601806574575e-05, 0.0004506068634939181]"
s durations50,"[8.579212538363704, 5.249322635482998e-05, 0.0004503505457225214]"
qq install,"[1.7019711073176538, 0.00026448510201856646, 0.0004501460019515622]"
ftpfaudemacportsdistfilesarmadillo grep,"[13.917948920937619, 3.2303523910664606e-05, 0.00044959879575491704]"
grep tarxz,"[13.917948920937619, 3.2303523910664606e-05, 0.00044959879575491704]"
tarxz tail,"[13.917948920937619, 3.2303523910664606e-05, 0.00044959879575491704]"
install libmsgpackdev,"[5.170385290682503, 8.681572050991112e-05, 0.0004488707243244478]"
ghreporef githubcom,"[10.100965297682237, 4.441734537716383e-05, 0.0004486580642698984]"
githubcom llnllbanngit,"[10.100965297682237, 4.441734537716383e-05, 0.0004486580642698984]"
g ssl,"[4.039802189456957, 0.00011104336344290958, 0.0004485932227613307]"
n cmake,"[1.5316430894866357, 0.000292750685440398, 0.00044838956429726147]"
g java,"[4.037929775124184, 0.00011104336344290958, 0.00044838530357606087]"
fi fi,"[1.010000416774112, 0.0004421544835272218, 0.0004465762126410362]"
env typeopsbenchmark,"[5.663953747457391, 7.873983953224497e-05, 0.00044597880919285257]"
env typeopstest,"[5.663953747457391, 7.873983953224497e-05, 0.00044597880919285257]"
nvm git,"[6.1235330545875115, 7.268292879899536e-05, 0.0004450763170048787]"
buildn script,"[6.6788657707051335, 6.662601806574575e-05, 0.00044498623149769116]"
c windowssystem32,"[7.341464574140769, 6.056910733249613e-05, 0.00044466595576885025]"
cmdexe c,"[7.341464574140769, 6.056910733249613e-05, 0.00044466595576885025]"
language generic,"[7.589835026103962, 5.85501370880796e-05, 0.00044438588125429517]"
style curl,"[8.44901164020892, 5.249322635482998e-05, 0.00044351588050408014]"
windows 10,"[7.315373764978286, 6.056910733249613e-05, 0.00044308565874829616]"
x travisinstallsh,"[8.12082783151681, 5.451219659924652e-05, 0.0004426841633002771]"
configtraviscirsa cp,"[9.957946988869537, 4.441734537716383e-05, 0.00044230557065210683]"
cp configtraviscirsa,"[9.957946988869537, 4.441734537716383e-05, 0.00044230557065210683]"
ndebug0 cplusplusclang36,"[12.16306141877415, 3.634146439949768e-05, 0.00044202346353928453]"
ndebug0 cplusplusg5,"[12.16306141877415, 3.634146439949768e-05, 0.00044202346353928453]"
ndebug1 cplusplusclang36,"[12.16306141877415, 3.634146439949768e-05, 0.00044202346353928453]"
ndebug1 cplusplusg5,"[12.16306141877415, 3.634146439949768e-05, 0.00044202346353928453]"
graphviz homebrew,"[9.950984732046194, 4.441734537716383e-05, 0.0004419963256861799]"
test runalltestsh,"[9.105771615423173, 4.8455285865996906e-05, 0.0004412227666558103]"
roboteamai aitests,"[12.83048607968728, 3.432249415508114e-05, 0.0004403742834769166]"
thenn coveralls,"[6.584742736602195, 6.662601806574575e-05, 0.00043871518852714594]"
scriptstravisdefaultssh install,"[5.1703852906825, 8.479675026549458e-05, 0.00043843187027039056]"
global ghreponame,"[9.854553839649109, 4.441734537716383e-05, 0.0004377131214335504]"
dcmakecflags werror,"[13.54508386082503, 3.2303523910664606e-05, 0.00043755394037011866]"
dcmakecxxflags werror,"[13.54508386082503, 3.2303523910664606e-05, 0.00043755394037011866]"
werror dcmakecflags,"[13.54508386082503, 3.2303523910664606e-05, 0.00043755394037011866]"
