name,num
provider pages,"[10.382673544316818, 0.00011104336344290958, 0.0011529269918906545]"
b windowsfixes,"[10.367202135554377, 0.00011104336344290958, 0.0011512089946244732]"
1 versiontxt,"[8.259737438185823, 0.00013930894686474112, 0.0011506553238929418]"
notifications slack,"[8.369608633261471, 0.00013728997662032456, 0.001149063373581734]"
cxxcompilerclang60 generatorname,"[9.812040412366462, 0.0001171002741761592, 0.0011489926225156668]"
cxxcompilerg5 generatorname,"[9.812040412366462, 0.0001171002741761592, 0.0011489926225156668]"
recipients alexanderfabisch,"[11.15639768849314, 0.00010296748246524342, 0.0011487461833651997]"
scriptstravisinstalldepssh scriptstravissetupvenvsh,"[13.525631498158857, 8.479675026549458e-05, 0.001146929596332484]"
venvbinactivate scriptstravisinstallpythondepssh,"[13.525631498158857, 8.479675026549458e-05, 0.001146929596332484]"
done sudo,"[4.539555431846942, 0.00025237128055206724, 0.0011456534174723054]"
echo lang,"[6.653506320711017, 0.00017161247077540572, 0.0011418246590169966]"
echo lcall,"[6.653506320711017, 0.00017161247077540572, 0.0011418246590169966]"
lang echo,"[6.653506320711017, 0.00017161247077540572, 0.0011418246590169966]"
libbz2dev libfluidsynthdev,"[10.46262170063306, 0.00010902439319849304, 0.0011406809821769047]"
libjpegdev libbz2dev,"[10.46262170063306, 0.00010902439319849304, 0.0011406809821769047]"
compiler gcc7,"[3.948571205287493, 0.0002887127449515649, 0.0011400028313152612]"
cxxclang39 os,"[5.98481155268091, 0.00018978320297515454, 0.0011358167056704908]"
cxxg49 os,"[5.98481155268091, 0.00018978320297515454, 0.0011358167056704908]"
cxxg6 os,"[5.98481155268091, 0.00018978320297515454, 0.0011358167056704908]"
cxxcompileg7 compiler,"[4.42290588825011, 0.0002564092210409003, 0.001134073853543422]"
libopenaldev zlib1gdev,"[10.398312668094407, 0.00010902439319849304, 0.0011336697289271959]"
zlib1gdev timidity,"[10.398312668094407, 0.00010902439319849304, 0.0011336697289271959]"
matrix taskregular,"[8.137409153465658, 0.00013930894686474112, 0.0011336138993768053]"
pythonversion38 matrix,"[8.137409153465658, 0.00013930894686474112, 0.0011336138993768053]"
env platformlinuxx8664,"[5.663953747457391, 0.00019987805419723723, 0.0011321000541049335]"
g49 cmake,"[5.9553220657981285, 0.00018978320297515454, 0.0011302200963957828]"
master dd,"[8.741775771830127, 0.00012921409564265843, 0.0011295606506679322]"
installheadersr script,"[6.992023655964761, 0.00016151761955332302, 0.001129335016771951]"
target testccunit,"[10.756817037953315, 0.00010498645270965996, 0.0011293200632615504]"
cxxcompileg7 os,"[4.399849051959752, 0.0002564092210409003, 0.0011281618681105437]"
cxx g49,"[6.650298315721141, 0.00016959350053098916, 0.0011278473709384897]"
1024 madararootbinnetworkprofiler,"[10.13658920741296, 0.00011104336344290958, 0.0011256009594302321]"
xvf onig596targz,"[12.963752610550745, 8.681572050991112e-05, 0.0011254575233972041]"
install buildessential,"[4.845950340184565, 0.00023218157810790183, 0.0011251403974165762]"
aptllvmorgbionic llvmtoolchainbionic9,"[13.560396916319537, 8.277778002107805e-05, 0.0011224995529376038]"
githubcomdanbloombergleptonicaarchive leptvertargz,"[13.560396916319537, 8.277778002107805e-05, 0.0011224995529376038]"
libarchivedev libpango10dev,"[13.560396916319537, 8.277778002107805e-05, 0.0011224995529376038]"
cd rm,"[3.868051296610531, 0.0002887127449515649, 0.0011167557074578862]"
pythonnose python3numpy,"[11.517069484655437, 9.691057173199381e-05, 0.0011161257884350576]"
aptget remove,"[5.41772213200646, 0.00020593496493048684, 0.0011156984172578728]"
cxxflags stdc0x,"[11.041431974372617, 0.0001009485122208269, 0.001114616130600383]"
cxxg5 os,"[5.8669750623870485, 0.00018978320297515454, 0.0011134533191151713]"
awarnings cd,"[5.860464802138722, 0.00018978320297515454, 0.001112217781073042]"
cd airesourcesc,"[5.860464802138722, 0.00018978320297515454, 0.001112217781073042]"
cd environment,"[5.860464802138722, 0.00018978320297515454, 0.001112217781073042]"
cd mlstarterbotpython,"[5.860464802138722, 0.00018978320297515454, 0.001112217781073042]"
cd rust,"[5.860464802138722, 0.00018978320297515454, 0.001112217781073042]"
focal osximage,"[7.962488529999455, 0.00013930894686474112, 0.0011092458915368047]"
git submodules,"[7.1235330545875115, 0.00015546070882007342, 0.0011074294979693973]"
tests ssl,"[4.983889526036826, 0.00022208672688581917, 0.0011068557119980353]"
capnprootclibs madararootlib,"[9.966664205970648, 0.00011104336344290958, 0.0011067319157370367]"
f usrbing7,"[10.318036078750492, 0.0001070054229540765, 0.0011040858146621174]"
f usrbingcc7,"[10.318036078750492, 0.0001070054229540765, 0.0011040858146621174]"
python3dev python3nose,"[11.386567460421308, 9.691057173199381e-05, 0.0011034787626543457]"
verbose xdoctestmodules,"[10.500096406051723, 0.00010498645270965996, 0.0011023678747808198]"
libblasdev liblapackdev,"[10.270558378027749, 0.0001070054229540765, 0.0010990054432153933]"
liblapackdev gfortran,"[10.270558378027749, 0.0001070054229540765, 0.0010990054432153933]"
cmsclassunloadingenabled xx,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
libatlasdev libopencvdev,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
maxpermsize256m xx,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
usegcoverheadlimit xx,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
xmx512m xx,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
xx cmsclassunloadingenabled,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
xx maxpermsize256m,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
xx useconcmarksweepgc,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
xx usegcoverheadlimit,"[11.332986420216464, 9.691057173199381e-05, 0.0010982861934140994]"
mathminuit2 cimakeandtestsh,"[13.596020826050255, 8.075880977666151e-05, 0.0010979984596105209]"
showing current,"[13.596020826050255, 8.075880977666151e-05, 0.0010979984596105209]"
c import,"[7.341464574140765, 0.0001494037980868238, 0.001096842690896497]"
export mxnetstoragefallbacklogverbose0,"[6.615595594506416, 0.0001655555600421561, 0.0010952486336609304]"
global madararoot,"[9.854553839649112, 0.00011104336344290958, 0.0010942828035838765]"
remove pythonscipy,"[10.618740902550341, 0.00010296748246524342, 0.0010933850176863154]"
check code,"[10.410154280738924, 0.00010498645270965996, 0.0010929251700950613]"
gcc48 g48,"[10.0230750314634, 0.00010902439319849304, 0.0010927596732882637]"
then madararootbinnetworkprofiler,"[4.917420686950798, 0.00022208672688581917, 0.0010920938650855192]"
releasetarball true,"[3.7752036441860923, 0.0002887127449515649, 0.0010899494068641177]"
install upgrade,"[3.7209377606178258, 0.000292750685440398, 0.001089307079901928]"
exclude ghpages,"[9.80316547368777, 0.00011104336344290958, 0.0010885764665856939]"
individualtests os,"[4.984811552680906, 0.0002180487863969861, 0.0010869321094797474]"
exportdownload id0b4y35fiv1wh7centoxlictfarue,"[12.491684166235522, 8.681572050991112e-05, 0.0010844745612739852]"
exportdownload id0b4y35fiv1wh7mwvlsdbcsxzmtxm,"[12.491684166235522, 8.681572050991112e-05, 0.0010844745612739852]"
jubatusmpio bootstrap,"[12.491684166235522, 8.681572050991112e-05, 0.0010844745612739852]"
jubatusmsgpackrpccpp bootstrap,"[12.491684166235522, 8.681572050991112e-05, 0.0010844745612739852]"
home cacheusr,"[10.517069484655435, 0.00010296748246524342, 0.0010829161677470053]"
bash cisetupsh,"[7.763763711672322, 0.00013930894686474112, 0.0010815617463797648]"
bash citestsh,"[7.763763711672322, 0.00013930894686474112, 0.0010815617463797648]"
usrlibccachebin path,"[5.886681329841132, 0.00018372629224190493, 0.0010815381343413572]"
cc unset,"[7.763130811885514, 0.00013930894686474112, 0.0010814735777769937]"
unset cc,"[7.763130811885514, 0.00013930894686474112, 0.0010814735777769937]"
v n,"[3.7449368800062537, 0.0002887127449515649, 0.0010812110062969546]"
timidity tar,"[9.912324371743741, 0.00010902439319849304, 0.0010806851498159952]"
aptget qq,"[3.7125926249622587, 0.00029073171519598145, 0.0010793684216792287]"
doxygengui graphviz,"[12.149764596160692, 8.883469075432766e-05, 0.0010793205806378138]"
scriptstravisbuildsh scriptstravistestsh,"[12.689130230441737, 8.479675026549458e-05, 0.0010759970072371056]"
libopencv dev,"[12.37879010982959, 8.681572050991112e-05, 0.0010746735824258176]"
cicopyheaderssh echo,"[6.653506320711017, 0.00016151761955332302, 0.0010746585026042321]"
echo copying,"[6.653506320711017, 0.00016151761955332302, 0.0010746585026042321]"
bazelversioninstaller osx8664sh,"[13.63254670207537, 7.873983953224497e-05, 0.00107342453973725]"
n deploy,"[3.7060478666126606, 0.0002887127449515649, 0.0010699832524916322]"
clang36 nasm,"[9.795552289577893, 0.00010902439319849304, 0.001067954144415339]"
version docker,"[4.16436159425087, 0.0002564092210409003, 0.0010677807125145074]"
devnull devraw1394,"[12.274092731162895, 8.681572050991112e-05, 0.0010655842040613696]"
rm etcaptsourceslistdmongodb,"[9.765664078631039, 0.00010902439319849304, 0.0010646956003530696]"
stage extra,"[10.139871791402262, 0.00010498645270965996, 0.0010645491703100687]"
pythonpath usrlibpython27distpackages,"[10.318036078750492, 0.00010296748246524342, 0.0010624221990144901]"
vreproot jobs,"[9.556005147202379, 0.00011104336344290958, 0.0010611309526231084]"
secure eafrlhmqdmzji38rsszjqxnulcfo84giuabvmwdj8b9a6ryhtg5dxeucwro6okbhevodhcbzw5kqnarvhptqnyntgxbnv7fk7vjvoz6zb5nnjai32bqr1f0qw8qu9mcnp9b5kap7wixj0wjn6t9ps946lcabwlabfrmuzcvb5m1571ofibtdu37o6uxsudmqpja3cti5np4bzykb8j7v0nn5gsa48txauezlrqtj9ljfg8s4wxwaqtotnaxrqmn5pknlqt57h4lcx6nbheiqttaqoayaa868repcjbw9h0afbwmgbl4efdsvcjeaxd3onl76fmcykbn3sbypp1grinwzfd5ofd9t1okvrjkesysm6w63vsfm3vlhbpnrbahoxe0p7o4c4oduo9mjmppzxgftv6uut7bfvwfmjpluixrdr3atc96jhy7hoysvyejenksjrljghlkj1a7sh4ae4o2zduhwxoeis8vmsictscuzblsg8cuzyheqeys7aijwicovhmzjd9noxuc6kywaddmqndg0fvb2spwpqeuwvuhslpqeaz2p907ljqnao4x7caqcojdwuxbc4aavddt1tmhmql9bvxnbyftju9nwh8wzx7t1g4gb46vrzr3cimohtntvgpx2ielm9cqlcrcm5ma,"[9.915133905330565, 0.0001070054229540765, 0.0010609730971862014]"
install script,"[1.6020120303277317, 0.0006622222401686244, 0.0010608879955007167]"
noiomake withiofalse,"[12.49168416623552, 8.479675026549458e-05, 0.0010592542226397063]"
script scriptstravisbuildsh,"[6.992023655964765, 0.00015142276833124033, 0.0010587515782237047]"
buildcommand make,"[6.096972228316378, 0.00017363144101982224, 0.0010586260738604093]"
dumping env,"[3.6639537474573913, 0.0002887127449515649, 0.0010578301438039963]"
condabin path,"[7.593205810443202, 0.00013930894686474112, 0.0010578015047800755]"
path condabin,"[7.593205810443202, 0.00013930894686474112, 0.0010578015047800755]"
mv srcmakefileubuntuam,"[9.881775308384135, 0.0001070054229540765, 0.0010574035464107942]"
srcmakefilecentosam mv,"[9.881775308384135, 0.0001070054229540765, 0.0010574035464107942]"
usrlocalbing mv,"[9.881775308384135, 0.0001070054229540765, 0.0010574035464107942]"
matrixeval script,"[4.51015464820771, 0.0002342005483523184, 0.0010562806917640032]"
test d,"[6.3469796588037894, 0.0001655555600421561, 0.0010507777719894343]"
cxxcompile make,"[4.096972228316378, 0.0002564092210409003, 0.001050501457688804]"
libbz2dev sudo,"[4.129146851917664, 0.00025439025079648374, 0.0010504147032348457]"
echo master,"[3.6372045083819167, 0.0002887127449515649, 0.0010501072975651502]"
master echo,"[3.6372045083819167, 0.0002887127449515649, 0.0010501072975651502]"
packagelinux sudo,"[5.591764108152699, 0.00018776423273073802, 0.001049933297378571]"
make bindebuggravitytest,"[6.096972228316378, 0.00017161247077540572, 0.0010463164683504047]"
make j5,"[6.096972228316378, 0.00017161247077540572, 0.0010463164683504047]"
2 name,"[4.545303983954479, 0.0002301626078634853, 0.0010461590184792523]"
export releasetarball,"[3.6155955945064164, 0.0002887127449515649, 0.0010438685287247327]"
xcode94 matrix,"[6.305136599203728, 0.0001655555600421561, 0.0010438504208234688]"
libboostalldev libeigen3dev,"[10.12953444987901, 0.00010296748246524342, 0.001043012660848996]"
dcmakebuildtype config,"[9.743635597781097, 0.0001070054229540765, 0.0010426218482509624]"
allowfailures env,"[4.098201850702072, 0.00025439025079648374, 0.0010425425966147138]"
thenn echo,"[3.247000455053289, 0.0003210162688622295, 0.0010423399710751682]"
lib cd,"[5.797039421997088, 0.00017968835175307185, 0.001041660458786237]"
r lcovinfo,"[9.551626706691804, 0.00010902439319849304, 0.0010413603057555945]"
1024 u,"[9.374917100682383, 0.00011104336344290958, 0.001041022326858222]"
u madararootbintestlamport,"[9.374917100682383, 0.00011104336344290958, 0.001041022326858222]"
list lcovinfo,"[9.540738390549068, 0.00010902439319849304, 0.0010401732136951793]"
then git,"[2.077201130987568, 0.0005007046206153014, 0.0010400642042328052]"
scons swig,"[10.729772214939086, 9.691057173199381e-05, 0.0010398283599038084]"
dcmakeinstallprefixleptonica leptverusr,"[12.560396916319537, 8.277778002107805e-05, 0.0010397217729165257]"
g9 ninjabuild,"[12.560396916319537, 8.277778002107805e-05, 0.0010397217729165257]"
hleptonica leptver,"[12.560396916319537, 8.277778002107805e-05, 0.0010397217729165257]"
leptver bleptonica,"[12.560396916319537, 8.277778002107805e-05, 0.0010397217729165257]"
neontrue config,"[9.89835819257974, 0.00010498645270965996, 0.0010391935142885483]"
madararoot travisbuilddir,"[9.355706496716548, 0.00011104336344290958, 0.0010388891167800861]"
sdl2 wget,"[9.514936897362624, 0.00010902439319849304, 0.0010373602215569121]"
travis ci,"[9.693947246739516, 0.0001070054229540765, 0.0010373049252318672]"
via travis,"[9.693947246739516, 0.0001070054229540765, 0.0010373049252318672]"
afterfailure if,"[3.5897276087661822, 0.0002887127449515649, 0.0010364001115553017]"
ssl sslrootusrlocaloptopenssl,"[9.329234285355357, 0.00011104336344290958, 0.0010359495533927678]"
uname a,"[10.895581107909166, 9.489160148757727e-05, 0.0010338991404672923]"
scriptstravissetupvenvsh venv,"[12.085058906772876, 8.479675026549458e-05, 0.0010247737220614105]"
configure waf,"[5.88659232468191, 0.00017363144101982224, 0.0010220975080307453]"
nvccprefix home,"[10.517069484655437, 9.691057173199381e-05, 0.0010192152167030639]"
bolerodevlearningbolero mv,"[9.881775308384135, 0.00010296748246524342, 0.001017501525791519]"
mv bolero,"[9.881775308384135, 0.00010296748246524342, 0.001017501525791519]"
individualtests env,"[4.663953747457391, 0.0002180487863969861, 0.0010169694544447595]"
name python,"[3.9577352911975474, 0.0002564092210409003, 0.0010147998231020438]"
pytest verbose,"[9.645947272515178, 0.00010498645270965996, 0.0010126937871657883]"
osximage xcode92,"[8.483320693300897, 0.00011911924442057573, 0.0010105267511634375]"
configmk make,"[6.096972228316378, 0.0001655555600421561, 0.0010093876518203905]"
cmake dncnnbuildtestson,"[6.168917538897414, 0.00016353658979773955, 0.0010088437370547475]"
bindebugstableset cd,"[5.860464802138722, 0.00017161247077540572, 0.0010057288445873252]"
cd getcodecovsh,"[5.860464802138722, 0.00017161247077540572, 0.0010057288445873252]"
cd thirdpartymumps,"[5.860464802138722, 0.00017161247077540572, 0.0010057288445873252]"
getmumps cd,"[5.860464802138722, 0.00017161247077540572, 0.0010057288445873252]"
bootstrapbolerosh rm,"[9.765664078631039, 0.00010296748246524342, 0.001005545844777899]"
name msvc,"[7.5116955913116605, 0.0001332520361314915, 0.0010009487323422268]"
llvmtoolchainbionic9 main,"[12.085058906772879, 8.277778002107805e-05, 0.0010003743477266154]"
clang36 job,"[9.172243477207255, 0.00010902439319849304, 0.0009999982793713568]"
libopencvdev gcc48,"[10.318036078750493, 9.691057173199381e-05, 0.0009999267755430499]"
clang simtime,"[4.50227316326459, 0.00022208672688581917, 0.0009998951103752961]"
bazel build,"[6.346652067812396, 0.00015747967906448994, 0.0009994687307730776]"
dbuildpython3on nmaken,"[13.748023919495306, 7.268292879899536e-05, 0.0009992466436675625]"
g6 cmake,"[5.264074771937757, 0.00018978320297515454, 0.0009990329709190537]"
sed ne,"[9.303239076822411, 0.0001070054229540765, 0.0009954970322582743]"
env ccompilerclang50,"[5.663953747457395, 0.0001756504112642388, 0.000994875805122518]"
buildncd buildncmake,"[13.670021407494033, 7.268292879899536e-05, 0.0009935771926416312]"
osximage xcode10,"[8.483320693300893, 0.0001171002741761592, 0.0009933991791098195]"
osximage xcode101,"[8.483320693300893, 0.0001171002741761592, 0.0009933991791098195]"
install numpy,"[4.769422976615381, 0.0002079539351749034, 0.0009918202765007698]"
bleptonica leptverbuild,"[11.97543441559838, 8.277778002107805e-05, 0.0009912998757112502]"
dleptonicadirleptonica leptverbuild,"[11.97543441559838, 8.277778002107805e-05, 0.0009912998757112502]"
leptverbuild dcmakeinstallprefixleptonica,"[11.97543441559838, 8.277778002107805e-05, 0.0009912998757112502]"
leptverbuild dswbuildoff,"[11.97543441559838, 8.277778002107805e-05, 0.0009912998757112502]"
xf zookeeper3412targz,"[11.394386964880606, 8.681572050991112e-05, 0.0009892119141248492]"
llvmtoolchaintrusty50 ubuntutoolchainrtest,"[8.162226767295337, 0.00012113821466499226, 0.0009887575782809683]"
liblog4cxx10dev libopencvdev,"[11.332986420216464, 8.681572050991112e-05, 0.0009838813816001307]"
libopencvdev libopencv,"[11.332986420216464, 8.681572050991112e-05, 0.0009838813816001307]"
cxx unset,"[7.02616521771931, 0.00013930894686474112, 0.0009788076769781514]"
unset cxx,"[7.02616521771931, 0.00013930894686474112, 0.0009788076769781514]"
dcmakebuildtyperelease dbuildpython3on,"[13.45851730230032, 7.268292879899536e-05, 0.0009782044548231413]"
clang39 cmake,"[5.153650782244107, 0.00018978320297515454, 0.0009780763524696973]"
2 afterfailure,"[6.047367466577139, 0.00016151761955332302, 0.0009767563977657492]"
codecoviobash f,"[8.953982508190453, 0.00010902439319849304, 0.0009762025096653849]"
cudamake withcudatrue,"[11.49168416623552, 8.479675026549458e-05, 0.0009744574723742118]"
cudnnmake withcudatrue,"[11.49168416623552, 8.479675026549458e-05, 0.0009744574723742118]"
gcovoptions lp,"[13.788665903992653, 7.066395855457882e-05, 0.000974361715962671]"
cisetupsh script,"[6.992023655964765, 0.00013930894686474112, 0.0009740514519658083]"
fi afterfailure,"[3.768242108915871, 0.00025842819128531685, 0.0009738199925322965]"
1 https,"[3.7356893169882746, 0.00026044716152973335, 0.0009729496789665444]"
buildncmake dcmakebuildtyperelease,"[13.380514790299047, 7.268292879899536e-05, 0.00097253500379721]"
beforecache dmlccorescriptstravistravisbeforecachesh,"[10.032252547598224, 9.691057173199381e-05, 0.0009722313301474953]"
env 1,"[2.560331116383235, 0.0003795664059503091, 0.0009718156798883271]"
d src,"[8.912636272088896, 0.00010902439319849304, 0.0009716947613633711]"
coverage true,"[4.846139550997034, 0.00019987805419723723, 0.00096863694382156]"
libtinyxmldev pkgconfig,"[9.394386964880606, 0.00010296748246524342, 0.0009673163750780552]"
bolerodev source,"[9.365279823423348, 0.00010296748246524342, 0.0009643192860004416]"
hometravisbuildrocklearningbuildbolerodev source,"[9.365279823423348, 0.00010296748246524342, 0.0009643192860004416]"
source teststravissetupsh,"[9.365279823423348, 0.00010296748246524342, 0.0009643192860004416]"
cacheusr beforecache,"[9.944789706347885, 9.691057173199381e-05, 0.0009637552561966204]"
notifications recipients,"[7.017448336954693, 0.00013728997662032456, 0.0009634253181148453]"
0 u,"[8.672461036942785, 0.00011104336344290958, 0.0009630192428697102]"
j5 sudo,"[5.607194148722304, 0.00017161247077540572, 0.0009622644419796323]"
ldlibrarypath export,"[3.449159579143984, 0.00027861789372948223, 0.0009609975770779642]"
aptllvmorgllvmsnapshotgpgkey sourceline,"[11.605065965653266, 8.277778002107805e-05, 0.0009606415976349458]"
travisbuilddirmpc ldlibrarypath,"[8.64298844879702, 0.00011104336344290958, 0.0009597465075526368]"
u fi,"[4.314909032324703, 0.00022208672688581917, 0.0009582840237990506]"
gcc9 g9,"[11.560396916319537, 8.277778002107805e-05, 0.0009569439928954476]"
extra test,"[9.105771615423173, 0.00010498645270965996, 0.0009559826610875889]"
ops test,"[9.105771615423173, 0.00010498645270965996, 0.0009559826610875889]"
pythonnumpy pythonnose,"[9.814661112525599, 9.691057173199381e-05, 0.0009511444197706222]"
clingbuildflags n,"[3.2934104594543037, 0.0002887127449515649, 0.0009508495740012465]"
windowsfixes singlebranch,"[8.561496950715867, 0.00011104336344290958, 0.0009506974175137042]"
mv srcmakefileam,"[8.881775308384135, 0.0001070054229540765, 0.0009503981234567177]"
dfkide email,"[9.227950949518174, 0.00010296748246524342, 0.000950178877584639]"
j 10,"[8.872086252215702, 0.0001070054229540765, 0.0009493613419033887]"
test n,"[3.3971125327756297, 0.00027861789372948223, 0.0009464963386439727]"
cudacmake withcmaketrue,"[11.156397688493138, 8.479675026549458e-05, 0.0009460262686536937]"
cudnncmake withcmaketrue,"[11.156397688493138, 8.479675026549458e-05, 0.0009460262686536937]"
defaultcmake withcmaketrue,"[11.156397688493138, 8.479675026549458e-05, 0.0009460262686536937]"
noiocmake withcmaketrue,"[11.156397688493138, 8.479675026549458e-05, 0.0009460262686536937]"
python3cmake withcmaketrue,"[11.156397688493138, 8.479675026549458e-05, 0.0009460262686536937]"
withcmaketrue withpython3true,"[11.156397688493138, 8.479675026549458e-05, 0.0009460262686536937]"
a usrlib,"[10.895581107909166, 8.681572050991112e-05, 0.0009459077242573099]"
install expect,"[3.7172126625168858, 0.00025439025079648374, 0.0009456226614815357]"
maceccbenchmark runtargetfalse,"[11.995116781460078, 7.873983953224497e-05, 0.0009444935705427053]"
os x,"[3.2650996398465146, 0.0002887127449515649, 0.0009426758795604531]"
sources llvmtoolchaintrusty50,"[8.031411387285267, 0.0001171002741761592, 0.0009404804754726319]"
true name,"[2.8201614263924597, 0.0003331300903287287, 0.0009394806307157165]"
certificate end,"[8.77074399599539, 0.0001070054229540765, 0.0009385171709134139]"
end certificatep,"[8.77074399599539, 0.0001070054229540765, 0.0009385171709134139]"
taskcheckdocs beforeinstall,"[6.7275069021547935, 0.00013930894686474112, 0.0009372019015644612]"
required stage,"[5.93843898870146, 0.00015747967906448994, 0.0009351834660847601]"
a uname,"[10.767257010933626, 8.681572050991112e-05, 0.0009347671753195948]"
gnuplot script,"[6.407061155243607, 0.00014536585759799072, 0.0009313679395147602]"
afterfailure teststravistravisafterfailuresh,"[9.609609890798213, 9.691057173199381e-05, 0.0009312727886386774]"
dmlccorescriptstravistravisbeforecachesh afterfailure,"[9.609609890798213, 9.691057173199381e-05, 0.0009312727886386774]"
g5 cmake,"[4.906522767319675, 0.00018978320297515454, 0.0009311756062524469]"
cd unity,"[5.123499207972515, 0.0001817073219974884, 0.0009309773203369385]"
lcovinfo usr,"[8.535324894362702, 0.00010902439319849304, 0.0009305586173598854]"
leptonica leptversrc,"[11.238468821432175, 8.277778002107805e-05, 0.0009302954998742569]"
leptonica leptverusrliblibleptonicaso,"[11.238468821432175, 8.277778002107805e-05, 0.0009302954998742569]"
u madararootbinnetworkprofiler,"[8.374917100682381, 0.00011104336344290958, 0.0009299789634153123]"
arm64 exit,"[8.849739070541624, 0.00010498645270965996, 0.0009291027124222483]"
travisbuilddir gamsroot,"[8.355706496716547, 0.00011104336344290958, 0.0009278457533371763]"
python3numpy python3dev,"[9.57065052486028, 9.691057173199381e-05, 0.0009274972142113164]"
y clangformat38,"[8.66292035111889, 0.0001070054229540765, 0.0009269794561889538]"
y libstdc6,"[8.66292035111889, 0.0001070054229540765, 0.0009269794561889538]"
githubcomhillbiguxtriearchive019targz o,"[10.651162380242718, 8.681572050991112e-05, 0.0009246883363088315]"
id0b4y35fiv1wh7centoxlictfarue o,"[10.651162380242718, 8.681572050991112e-05, 0.0009246883363088315]"
id0b4y35fiv1wh7mwvlsdbcsxzmtxm o,"[10.651162380242718, 8.681572050991112e-05, 0.0009246883363088315]"
dnn inference,"[13.873554801579166, 6.662601806574575e-05, 0.0009243397128461272]"
inference library,"[13.873554801579166, 6.662601806574575e-05, 0.0009243397128461272]"
menoh dnn,"[13.873554801579166, 6.662601806574575e-05, 0.0009243397128461272]"
menohoss preferredjp,"[13.873554801579166, 6.662601806574575e-05, 0.0009243397128461272]"
token ghtoken,"[13.873554801579166, 6.662601806574575e-05, 0.0009243397128461272]"
install zlib1gdev,"[3.6280289613392043, 0.00025439025079648374, 0.0009229351973719865]"
g7 compiler,"[3.1947599396833652, 0.0002887127449515649, 0.0009223679116472802]"
submodules true,"[6.616941560269357, 0.00013930894686474112, 0.000921799160226661]"
export amdappsdkpath,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
export builddirectory,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
export conda,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
export condaenv,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
export lgbver,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
export openclvendorpath,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
homeamdappsdk export,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
homeminiconda export,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
testenv export,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
versiontxt export,"[6.615595594506416, 0.00013930894686474112, 0.0009216116551537097]"
http keyserverubuntucompkslookup,"[10.367202135554374, 8.883469075432766e-05, 0.0009209671956995781]"
aftersuccess bash,"[5.362583013068875, 0.00017161247077540572, 0.0009202861206109694]"
external gcovoptions,"[13.788665903992653, 6.662601806574575e-05, 0.000918683903621947]"
doxygen doxygendoc,"[10.340520092901869, 8.883469075432766e-05, 0.000918596904691849]"
dd beforescript,"[8.886470689464453, 0.00010296748246524342, 0.0009150175148953306]"
citidyscriptshnfin env,"[5.663953747457391, 0.00016151761955332302, 0.0009148283265494412]"
env toolclangformat,"[5.663953747457391, 0.00016151761955332302, 0.0009148283265494412]"
env toolclangtidymodernize,"[5.663953747457391, 0.00016151761955332302, 0.0009148283265494412]"
pkgconfig libyamlcppdev,"[8.876987747972086, 0.00010296748246524342, 0.0009140410802834964]"
pythonversion36 matrix,"[6.5524466527445036, 0.00013930894686474112, 0.0009128144425812349]"
configure scan,"[5.650099706300608, 0.00016151761955332302, 0.0009125906548006038]"
statusbugs configure,"[5.650099706300608, 0.00016151761955332302, 0.0009125906548006038]"
openssl force,"[8.213730863559093, 0.00011104336344290958, 0.0009120803015044359]"
cmake dcmaketoolchainfile,"[7.168917538897418, 0.00012719512539824187, 0.0009118513653297125]"
enablepythonbridge waf,"[10.491684166235522, 8.681572050991112e-05, 0.000910843120254163]"
jubatuscore waf,"[10.491684166235522, 8.681572050991112e-05, 0.000910843120254163]"
uxtrie019 waf,"[10.491684166235522, 8.681572050991112e-05, 0.000910843120254163]"
usr o,"[8.345353950718632, 0.00010902439319849304, 0.0009098471505037455]"
export oslinux,"[6.615595594506416, 0.00013728997662032456, 0.000908254964499308]"
reinstall install,"[5.170385290682503, 0.0001756504112642388, 0.0009081803027029526]"
source dmlccorescriptstravistravissetupenvsh,"[9.365279823423348, 9.691057173199381e-05, 0.0009075946221180628]"
install y,"[2.438918676920782, 0.000371490524972643, 0.0009060351796548851]"
githubcomjubatusjubatuscoregit pushd,"[10.42209389405045, 8.681572050991112e-05, 0.0009048015906339351]"
