name,num
osx osximage xcode94,"[13.389239081932132, 0.00021602981615256953, 0.0028924748572925975]"
dncnnbuildexamplesoff dncnnbuildtestson make,"[17.675071146369373, 0.00016353658979773955, 0.0028905208597096704]"
setupsh buildsh travisterminate,"[23.84154440501638, 0.00012113821466499226, 0.0028881221240798192]"
awarnings cd java,"[15.187826673161304, 0.00018978320297515454, 0.002882394392264038]"
home buildmkldnn mkldnnversion,"[21.583269364177, 0.0001332520361314915, 0.002876014589151027]"
libfluidsynthdev libgmedev libopenaldev,"[26.3261228375483, 0.00010902439319849304, 0.0028701895676326934]"
libglu1mesadev libpngdev libjpegdev,"[26.3261228375483, 0.00010902439319849304, 0.0028701895676326934]"
compiler gcc7 os,"[9.933382757968396, 0.0002887127449515649, 0.0028678942027076017]"
sudo ln s,"[13.382945681132892, 0.000214010845908153, 0.002864095525962113]"
updatealternatives install usrbing,"[16.67894327548242, 0.00017161247077540572, 0.002862314665428377]"
updatealternatives install usrbingcc,"[16.67894327548242, 0.00017161247077540572, 0.002862314665428377]"
run packagelinux sudo,"[15.217391396288278, 0.00018776423273073802, 0.0028572818196874027]"
none compiler clang,"[9.896543961109046, 0.0002887127449515649, 0.002857258372545626]"
ubuntutoolchainrtest sudo aptget,"[9.162763344197167, 0.00031092141764014683, 0.002848899368478956]"
methodsource taskgpu methodpip,"[20.44892392687659, 0.00013930894686474112, 0.002848718056770384]"
waf configure waf,"[16.37827649091743, 0.00017363144101982224, 0.002843783748539071]"
libbz2dev sudo aptget,"[11.1736516603399, 0.00025439025079648374, 0.002842468048186414]"
packages clang40 cmake,"[14.943483245845211, 0.00018978320297515454, 0.002836022114002063]"
teststesttravismftestpy teststesttravistestregistersh teststesttravistestkeyvaluesh,"[26.380056932748836, 0.0001070054229540765, 0.0028228091496414072]"
tests then madararootbinnetworkprofiler,"[12.708665135045223, 0.00022208672688581917, 0.0028224258429301206]"
nfin script if,"[9.773746333632879, 0.0002887127449515649, 0.0028218051324434418]"
echo copying and,"[17.462930784870466, 0.00016151761955332302, 0.0028205710107967203]"
dumping env n,"[9.764719128969297, 0.0002887127449515649, 0.0028191988634057794]"
releasetarball n echo,"[9.754271702222923, 0.0002887127449515649, 0.0028161825581521534]"
website bundle exec,"[14.831294565640555, 0.00018978320297515454, 0.002814730586935268]"
thirdpartycoinipopt cd thirdpartycoinipopt,"[16.36902278693864, 0.00017161247077540572, 0.0028091284446454573]"
path source citravisinstallsh,"[16.95848563386655, 0.0001655555600421561, 0.0028075715865816357]"
gamsroot travisbuilddirgams mpcroot,"[25.273178414825917, 0.00011104336344290958, 0.002806418736075012]"
unicast lamport consistency,"[25.273178414825917, 0.00011104336344290958, 0.002806418736075012]"
ubuntutoolchainrtest packages g49,"[14.723197001143845, 0.00018978320297515454, 0.002794215484911269]"
1 u fi,"[12.574646470510523, 0.00022208672688581917, 0.0027926620763820006]"
taskgpu methodsource taskgpu,"[20.033886427597743, 0.00013930894686474112, 0.002790899619836472]"
bzip2 brew outdated,"[15.182267259255624, 0.00018372629224190493, 0.0027893816713687038]"
icu4c brew outdated,"[15.182267259255624, 0.00018372629224190493, 0.0027893816713687038]"
libxml2 brew outdated,"[15.182267259255624, 0.00018372629224190493, 0.0027893816713687038]"
install buildessential gfortran,"[16.21927568953734, 0.00017161247077540572, 0.0027834299752689754]"
install libtextcat brew,"[10.93980214611797, 0.00025439025079648374, 0.0027829790116148615]"
libtextcat brew install,"[10.93980214611797, 0.00025439025079648374, 0.0027829790116148615]"
osx thenn export,"[9.440307293554461, 0.0002947696556848145, 0.002782716130479892]"
libstdc5dev armhf linuxlibcdev,"[24.17011781354575, 0.00011508130393174265, 0.0027815286741666857]"
compiler export cc,"[9.628517211203963, 0.0002887127449515649, 0.0027798756338600827]"
cat testoutputtestissue72tmp cat,"[17.210131931306528, 0.00016151761955332302, 0.0027797395417432642]"
crossbuildessentialarmhf libc6 armhf,"[24.072270490147606, 0.00011508130393174265, 0.0027702682766037965]"
libc6 armhf libstdc5dev,"[24.072270490147606, 0.00011508130393174265, 0.0027702682766037965]"
n git clone,"[9.461693020775115, 0.000292750685440398, 0.002769917117258545]"
brew upgrade icu4c,"[15.060705279374712, 0.00018372629224190493, 0.0027670475395275987]"
brew upgrade libxml2,"[15.060705279374712, 0.00018372629224190493, 0.0027670475395275987]"
upgrade icu4c brew,"[15.060705279374712, 0.00018372629224190493, 0.0027670475395275987]"
upgrade libxml2 brew,"[15.060705279374712, 0.00018372629224190493, 0.0027670475395275987]"
install qq y,"[10.375862576257553, 0.000266504072262983, 0.002765209629813724]"
60 sudo updatealternatives,"[16.10729055477403, 0.00017161247077540572, 0.0027642119296021265]"
header files echo,"[17.083615207825584, 0.00016151761955332302, 0.002759304861732936]"
cxxcompileg7 os osx,"[10.754125013069853, 0.0002564092210409003, 0.0027574568175777027]"
homemxnet homelibrarycacheshomebrew os,"[16.650095041168278, 0.0001655555600421561, 0.0027565158092957404]"
xdoctestmodules ignore testrunallpy,"[26.228567528125627, 0.00010498645270965996, 0.002753644264433684]"
dpkg addarchitecture armhf,"[23.894483370932324, 0.00011508130393174265, 0.0027498083031022337]"
ci notificationemail joao,"[25.681712632609937, 0.0001070054229540765, 0.002748082522437476]"
joao berkeleyedu buildcommandprepend,"[25.681712632609937, 0.0001070054229540765, 0.002748082522437476]"
notificationemail joao berkeleyedu,"[25.681712632609937, 0.0001070054229540765, 0.002748082522437476]"
cd getcodecovsh aftersuccess,"[15.967842088335196, 0.00017161247077540572, 0.002740280833730717]"
aptget install expect,"[10.761717470939125, 0.00025439025079648374, 0.0027376760064331046]"
import vizdoom n,"[18.80926093682058, 0.00014536585759799072, 0.00273422434686531]"
export cxx g48,"[13.264337604746661, 0.00020593496493048684, 0.0027315908994596416]"
export mxnetstoragefallbacklogverbose0 mv,"[16.49737090289055, 0.0001655555600421561, 0.002731231479051216]"
unity buildsh travisterminate,"[22.519616310129013, 0.00012113821466499226, 0.0027279861147496694]"
joblib pandas bs4,"[26.491047157932247, 0.00010296748246524342, 0.002727716433720325]"
learningbolero nosetests sv,"[26.491047157932247, 0.00010296748246524342, 0.002727716433720325]"
pandas bs4 nose,"[26.491047157932247, 0.00010296748246524342, 0.002727716433720325]"
osx osximage xcode72,"[14.837596654410998, 0.00018372629224190493, 0.002726056619095826]"
t 7a0a32a0cc5244609ec6c4950095b532 language,"[16.03538321337808, 0.00016959350053098916, 0.00271949677151265]"
name msvc 64bit,"[20.38525039289083, 0.0001332520361314915, 0.0027163761219029903]"
srcmakefileubuntuam srcmakefileam travischeckgitclangformatoutputsh,"[25.380056932748836, 0.0001070054229540765, 0.0027158037266873307]"
aptget install zlib1gdev,"[10.672533769761444, 0.00025439025079648374, 0.0027149885423235556]"
sudo aptget qq,"[9.31978677368457, 0.00029073171519598145, 0.0027095575939741373]"
source citravisinstallsh script,"[16.35730347938811, 0.0001655555600421561, 0.0027080425383096073]"
amdappsdkpath homeamdappsdk export,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
conda homeminiconda export,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
condaenv testenv export,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
export amdappsdkpath homeamdappsdk,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
export conda homeminiconda,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
export condaenv testenv,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
export lgbver head,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
export openclvendorpath amdappsdkpathetcopenclvendors,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
testenv export lgbver,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
versiontxt export amdappsdkpath,"[19.425020058665865, 0.00013930894686474112, 0.0027060790871992133]"
cache directories home,"[15.919410955963961, 0.00016959350053098916, 0.002699828630413309]"
matrix taskregular pythonversion36,"[19.361871116903952, 0.00013930894686474112, 0.0026972818746267384]"
travisfold start installheaders,"[16.66235001134803, 0.00016151761955332302, 0.0026912631099972185]"
cd mlstarterbotpython python,"[14.150879838603547, 0.00018978320297515454, 0.0026855993006867193]"
script cd website,"[10.468308084763066, 0.0002564092210409003, 0.002684170721630257]"
travisfold end installheadersr,"[16.610542109198356, 0.00016151761955332302, 0.0026828952209679516]"
lcall mkdir build,"[15.631821383543976, 0.00017161247077540572, 0.0026826154903498026]"
ccompilerclang60 cxxcompilerclang60 generatorname,"[22.87200833817651, 0.0001171002741761592, 0.0026783184473598686]"
osx thenn brew,"[9.273395936065185, 0.0002887127449515649, 0.002677347595724066]"
usedoubleoff usesseon useavxon,"[26.49160193395942, 0.0001009485122208269, 0.002674287801579584]"
pythonpip pythonmatplotlib pythontk,"[25.954019134274795, 0.00010296748246524342, 0.0026724200101110322]"
cache directories homeccache,"[16.12061804740978, 0.0001655555600421561, 0.0026688579490646153]"
dusesse usesse duseavx,"[26.437154149937044, 0.0001009485122208269, 0.002668791378788804]"
pythondev pythonpip pythonmatplotlib,"[25.89852402168309, 0.00010296748246524342, 0.002666705818078339]"
libboostalldev libsdl2dev libfreetype6dev,"[24.401530240206323, 0.00010902439319849304, 0.0026603620275531727]"
testing basic functionality,"[23.951250319938556, 0.00011104336344290958, 0.0026596273941890416]"
testing reasoning throughput,"[23.951250319938556, 0.00011104336344290958, 0.0026596273941890416]"
usesse duseavx useavx,"[26.326122837548297, 0.0001009485122208269, 0.0026575829329932342]"
env compiler clang50,"[10.356726075023722, 0.0002564092210409003, 0.0026555600654308135]"
libbz2dev zlib1gdev libtardev,"[18.775898264871664, 0.00014132791710915764, 0.0026535585936277592]"
g then export,"[8.700629211359228, 0.0003048645069068972, 0.002652513034300777]"
true include os,"[9.18687121195942, 0.0002887127449515649, 0.002652366805121314]"
cd java javac,"[13.95451296544751, 0.00018978320297515454, 0.0026483321665409505]"
compilerg scanecho beforeinstall,"[16.38674258293319, 0.00016151761955332302, 0.002646747654228441]"
cython joblib pandas,"[25.704040881266444, 0.00010296748246524342, 0.0026466803787277026]"
pyyaml cython joblib,"[25.704040881266444, 0.00010296748246524342, 0.0026466803787277026]"
cmake build target,"[12.931818131864254, 0.00020391599468607031, 0.0026370045574584593]"
lgbver head n,"[18.910189845671358, 0.00013930894686474112, 0.002634358632412798]"
website env script,"[10.271797030081736, 0.0002564092210409003, 0.002633783475173491]"
n if x,"[9.11924877080471, 0.0002887127449515649, 0.0026328433445152117]"
echo lcall mkdir,"[15.341434805943003, 0.00017161247077540572, 0.0026327815322876856]"
openssl sclient connect,"[24.576595926795722, 0.0001070054229540765, 0.00262982904191821]"
performance fi if,"[11.814776441182474, 0.00022208672688581917, 0.0026239050287099027]"
scipy scikitlearn gym0100,"[25.477796134434392, 0.00010296748246524342, 0.00262338452672542]"
testccunit macecctest runtargetfalse,"[24.983807293760723, 0.00010498645270965996, 0.002622961302953668]"
build website env,"[10.223666272428957, 0.0002564092210409003, 0.0026214423050956335]"
ne begin certificate,"[24.49326754319683, 0.0001070054229540765, 0.002620912452987131]"
false thenn citidyscriptshnfin,"[16.187990645675264, 0.00016151761955332302, 0.0026146457144409292]"
libfreetype6dev libgl1mesadev libglu1mesadev,"[23.926192230659666, 0.00010902439319849304, 0.0026085385894981687]"
libgl1mesadev libglu1mesadev libpngdev,"[23.926192230659666, 0.00010902439319849304, 0.0026085385894981687]"
libsdl2dev libfreetype6dev libgl1mesadev,"[23.926192230659666, 0.00010902439319849304, 0.0026085385894981687]"
packages g49 cmake,"[13.729887772745922, 0.00018978320297515454, 0.0026057020780011317]"
autoconfarchive brew outdated,"[14.182267259255624, 0.00018372629224190493, 0.002605655379126799]"
slack frclions le3satc8ydadewbnx0kt1u47,"[25.78265071596281, 0.0001009485122208269, 0.0026027202308856827]"
compilerclang scanscanbuild openmpflag,"[16.09064817321721, 0.00016151761955332302, 0.0025989231900080696]"
https codecoviobash t,"[15.13574510836407, 0.00017161247077540572, 0.002597482615073119]"
mybotpy cd website,"[13.66092949625411, 0.00018978320297515454, 0.0025926149554168693]"
files echo en,"[16.04799129809486, 0.00016151761955332302, 0.002592033353080724]"
export cxx compiler,"[8.901605281701684, 0.00029073171519598145, 0.0025879789715467384]"
n cd travisreposlug,"[8.959969637444708, 0.0002887127449515649, 0.0025868574287093394]"
travisreposlug n cd,"[8.959969637444708, 0.0002887127449515649, 0.0025868574287093394]"
configure scan statusbugs,"[16.00962791396956, 0.00016151761955332302, 0.002585836990598796]"
scan statusbugs configure,"[16.00962791396956, 0.00016151761955332302, 0.002585836990598796]"
statusbugs configure scan,"[16.00962791396956, 0.00016151761955332302, 0.002585836990598796]"
g6 sudo updatealternatives,"[15.06571145102263, 0.00017161247077540572, 0.002585463966099316]"
configmk make j,"[15.616177457315803, 0.0001655555600421561, 0.0025853450046636113]"
libmouseperl pdl cpanminus,"[26.66597284043292, 9.691057173199381e-05, 0.0025842146737561733]"
python3nose pythonh5py python3h5py,"[26.66597284043292, 9.691057173199381e-05, 0.0025842146737561733]"
build language cpp,"[10.146873192907812, 0.00025439025079648374, 0.002581265616343936]"
libeigen3dev libqt4dev libtinyxmldev,"[25.05453812835058, 0.00010296748246524342, 0.0025798027154057108]"
tee a etcsslcertsca,"[24.08560957428358, 0.0001070054229540765, 0.002577290839602969]"
libbz2dev libfluidsynthdev libgmedev,"[23.62568311940721, 0.00010902439319849304, 0.0025757757659932512]"
libjpegdev libbz2dev libfluidsynthdev,"[23.62568311940721, 0.00010902439319849304, 0.0025757757659932512]"
libpngdev libjpegdev libbz2dev,"[23.62568311940721, 0.00010902439319849304, 0.0025757757659932512]"
taskcpptest taskpythontest taskrtest,"[26.578509999182582, 9.691057173199381e-05, 0.0025757385998052985]"
configios configoptimizationdarwin define,"[24.51707262147554, 0.00010498645270965996, 0.0025739604853538406]"
quantizetrue define neontrue,"[24.51707262147554, 0.00010498645270965996, 0.0025739604853538406]"
nasm gnuplot script,"[17.69565345610162, 0.00014536585759799072, 0.0025723438404030604]"
libgmedev libopenaldev zlib1gdev,"[23.561374086868557, 0.00010902439319849304, 0.002568764512743543]"
libopenaldev zlib1gdev timidity,"[23.561374086868557, 0.00010902439319849304, 0.002568764512743543]"
cxx compiler export,"[8.891551617037756, 0.0002887127449515649, 0.002567104274233496]"
make install docker,"[6.760912768995404, 0.0003795664059503091, 0.0025662153606711376]"
unix makefiles env,"[14.605939432985842, 0.0001756504112642388, 0.002565539268304526]"
7a0a32a0cc5244609ec6c4950095b532 language cpp,"[15.126575778674589, 0.00016959350053098916, 0.0025653689373526965]"
sources ubuntutoolchainrtest llvmtoolchainprecise36,"[16.07059507227226, 0.0001594986493089065, 0.002563238207617794]"
beforescript echo copying,"[15.86755166820397, 0.00016151761955332302, 0.0025628891735876647]"
aftersuccess bash curl,"[14.892514648661361, 0.00017161247077540572, 0.0025557412349156996]"
language cpp sudo,"[8.972445872217016, 0.00028467480446273184, 0.002554229274225824]"
cp bolerobootstrapbolerosh bootstrapbolerosh,"[24.788433068556817, 0.00010296748246524342, 0.002552402547327484]"
armhf libstdc5dev armhf,"[22.17011781354575, 0.00011508130393174265, 0.0025513660663032006]"
armhf linuxlibcdev armhf,"[22.17011781354575, 0.00011508130393174265, 0.0025513660663032006]"
testing multicast performance,"[22.951250319938556, 0.00011104336344290958, 0.0025485840307461318]"
testing unicast lamport,"[22.951250319938556, 0.00011104336344290958, 0.0025485840307461318]"
end installheadersr script,"[15.762767651960154, 0.00016151761955332302, 0.002545964708716727]"
script if travispullrequest,"[10.502683233479551, 0.00024227642932998452, 0.002544552592191322]"
cmake docker exec,"[9.89427966758413, 0.0002564092210409003, 0.0025369845423260646]"
ls lib cd,"[14.781367108396353, 0.00017161247077540572, 0.0025366669309102126]"
script if z,"[8.747983237567801, 0.0002887127449515649, 0.0025256542533084775]"
en travisfold start,"[15.626726101617308, 0.00016151761955332302, 0.002523991601345007]"
pythonmatplotlib pythontk libboostalldev,"[24.483992400398296, 0.00010296748246524342, 0.0025210550581671646]"
make check afterfailure,"[13.70658211911459, 0.00018372629224190493, 0.002518259512054116]"
airesourcesc cmake make,"[13.265889767213793, 0.00018978320297515454, 0.0025176430503371606]"
environment cmake make,"[13.265889767213793, 0.00018978320297515454, 0.0025176430503371606]"
en travisfold end,"[15.574918199467636, 0.00016151761955332302, 0.0025156237123157405]"
f usrbing7 usrlocalbing,"[23.50806454512491, 0.0001070054229540765, 0.002515490389482821]"
f usrbingcc7 usrlocalbingcc,"[23.50806454512491, 0.0001070054229540765, 0.002515490389482821]"
ubuntutoolchainrtest llvmtoolchainprecise36 packages,"[15.764839791453841, 0.0001594986493089065, 0.002514470653308191]"
true depth 5,"[18.049296375348984, 0.00013930894686474112, 0.002514428469699456]"
recipients alexanderfabisch dfkide,"[24.401921267459265, 0.00010296748246524342, 0.0025126044002253623]"
clone https githubcomlanguagemachinesticcutils,"[13.651583479313125, 0.00018372629224190493, 0.0025081548158850447]"
global pythonversion38 matrix,"[17.991962993114768, 0.00013930894686474112, 0.002506441416600214]"
openclvendorpath amdappsdkpathetcopenclvendors install,"[17.979809754841952, 0.00013930894686474112, 0.0025047483617754314]"
linux compiler g,"[8.439298101596691, 0.00029678862592923106, 0.0025046876873800502]"
gcc6 g6 sudo,"[14.586359138262072, 0.00017161247077540572, 0.0025032011313345717]"
numpy pyyaml cython,"[24.2890033819876, 0.00010296748246524342, 0.0025009775298330465]"
getmumps cd mkdir,"[14.548393287370708, 0.00017161247077540572, 0.002496685717858014]"
citestsh notifications email,"[17.919487677667007, 0.00013930894686474112, 0.0024963449567314963]"
8 branchpattern coverityscan,"[23.328790425285924, 0.0001070054229540765, 0.0024963070864647305]"
cleanup env compilerg,"[15.450045707786217, 0.00016151761955332302, 0.0024954546047116655]"
submodules true depth,"[17.891034291432252, 0.00013930894686474112, 0.002492381145460397]"
script docker exec,"[9.717385784651476, 0.0002564092210409003, 0.002491627319596403]"
target testccunit macecctest,"[23.652398145862474, 0.00010498645270965996, 0.0024831813794106397]"
kit env compiler,"[9.67182213642866, 0.0002564092210409003, 0.0024799443800478087]"
path usrlibccachebin path,"[13.479887140284333, 0.00018372629224190493, 0.0024766096841237757]"
methodpip pythonversion36 matrix,"[17.776908616182794, 0.00013930894686474112, 0.0024764824178311676]"
packages g6 cmake,"[13.03864047888555, 0.00018978320297515454, 0.002474514952524403]"
cd airesourcesc cmake,"[13.029382341036136, 0.00018978320297515454, 0.0024727579134697555]"
cd environment cmake,"[13.029382341036136, 0.00018978320297515454, 0.0024727579134697555]"
boost sdl2 wget,"[22.677998316136772, 0.00010902439319849304, 0.002472455005373259]"
check code style,"[23.54674348815188, 0.00010498645270965996, 0.002472089071685351]"
graphviz libmouseperl pdl,"[25.482751016377154, 9.691057173199381e-05, 0.0024695479703011566]"
python3h5py graphviz libmouseperl,"[25.482751016377154, 9.691057173199381e-05, 0.0024695479703011566]"
pythonh5py python3h5py graphviz,"[25.482751016377154, 9.691057173199381e-05, 0.0024695479703011566]"
srcmakefilecentosam mv srcmakefileubuntuam,"[23.07180377475855, 0.0001070054229540765, 0.0024688081212314974]"
usrbing7 usrlocalbing mv,"[23.07180377475855, 0.0001070054229540765, 0.0024688081212314974]"
verbose xdoctestmodules ignore,"[23.51115473138082, 0.00010498645270965996, 0.0024683527343556107]"
ccompilergcc5 cxxcompilerg5 generatorname,"[21.071777850552287, 0.0001171002741761592, 0.0024675109636787913]"
libcurl4openssldev unzip libatlasdev,"[25.368292291792237, 9.691057173199381e-05, 0.002458455709861917]"
packages clang39 cmake,"[12.9282164891919, 0.00018978320297515454, 0.002453558334075046]"
export osname macos,"[17.591030010104795, 0.00013930894686474112, 0.002450587864973755]"
osname macos export,"[17.591030010104795, 0.00013930894686474112, 0.002450587864973755]"
cpanminus swig libgraphvizperl,"[25.28515105649199, 9.691057173199381e-05, 0.0024503984452144663]"
pdl cpanminus swig,"[25.28515105649199, 9.691057173199381e-05, 0.0024503984452144663]"
submitted via travis,"[22.88397571311393, 0.0001070054229540765, 0.0024487095000525704]"
via travis ci,"[22.88397571311393, 0.0001070054229540765, 0.0024487095000525704]"
osximage xcode94 matrix,"[14.78845729250462, 0.0001655555600421561, 0.0024483113292201103]"
cd website bundle,"[12.894048324183615, 0.00018978320297515454, 0.0024470737902799904]"
build npm run,"[12.871443605674955, 0.00018978320297515454, 0.002442783794399065]"
run build npm,"[12.871443605674955, 0.00018978320297515454, 0.002442783794399065]"
install ls includecoin,"[14.22105547191046, 0.00017161247077540572, 0.0024405104665686573]"
script cd environment,"[12.852488458103483, 0.00018978320297515454, 0.0024391864257800842]"
testing unicast performance,"[21.951250319938556, 0.00011104336344290958, 0.0024375406673032224]"
toolsstandalonevisualizer npm install,"[12.835668779169868, 0.00018978320297515454, 0.002435994333239049]"
clang40 cmake env,"[12.832871286354806, 0.00018978320297515454, 0.0024354634160923066]"
define quantizetrue define,"[23.18408933807918, 0.00010498645270965996, 0.0024340152989087813]"
toolsbazeladbrunpy target testccunit,"[23.166971318692234, 0.00010498645270965996, 0.0024322181387759307]"
install gcc6 g6,"[14.149550280222268, 0.00017161247077540572, 0.0024282392839497778]"
build cmake doptparseron,"[14.112810437209408, 0.00017161247077540572, 0.00242193426871444]"
brew install python,"[8.211313424208498, 0.0002947696556848145, 0.002420446030774034]"
mpcroot travisbuilddirmpc ldlibrarypath,"[21.779577656209973, 0.00011104336344290958, 0.002418477557311597]"
make individualtests os,"[11.081783780997284, 0.0002180487863969861, 0.002416369504560262]"
zmq compiler gcc,"[10.857500098800855, 0.00022208672688581917, 0.00241130665910514]"
ldlibrarypath amdappsdkpathlibx8664 ldlibrarypath,"[17.285976897594036, 0.00013930894686474112, 0.0024080912371320703]"
ldlibrarypath usrlocalclanglib ldlibrarypath,"[17.285976897594036, 0.00013930894686474112, 0.0024080912371320703]"
scancoveritycom443 sed ne,"[22.49326754319683, 0.0001070054229540765, 0.002406901607078978]"
sed ne begin,"[22.49326754319683, 0.0001070054229540765, 0.002406901607078978]"
pythontk libboostalldev libeigen3dev,"[23.37505802884513, 0.00010296748246524342, 0.0024068708777091586]"
packages g5 cmake,"[12.681088474267469, 0.00018978320297515454, 0.002406657587857796]"
depth 5 os,"[17.2589042838438, 0.00013930894686474112, 0.002404319779821649]"
cxxcompilerclang60 generatorname unix,"[20.520535967675134, 0.0001171002741761592, 0.0024029603880564945]"
cxxcompilerg5 generatorname unix,"[20.520535967675134, 0.0001171002741761592, 0.0024029603880564945]"
pytest verbose xdoctestmodules,"[22.8634564753117, 0.00010498645270965996, 0.0024003531920246805]"
addons homebrew packages,"[15.046337612476787, 0.0001594986493089065, 0.0023998705262358445]"
configure make j5,"[13.983564552998288, 0.00017161247077540572, 0.002399754063187418]"
xcode94 matrix include,"[14.490070198455381, 0.0001655555600421561, 0.002398911686755437]"
pythonversion36 matrix exclude,"[17.20360903298722, 0.00013930894686474112, 0.002396616656658197]"
python3dev python3nose pythonh5py,"[24.71955388063777, 9.691057173199381e-05, 0.0023955860995324325]"
sources sourceline deb,"[18.80468588179182, 0.00012719512539824187, 0.002391864378809059]"
linux env platformlinuxx8664,"[11.966502924669513, 0.00019987805419723723, 0.0023918413201284906]"
doxygendoc doxygenlatex doxygengui,"[26.91703460460064, 8.883469075432766e-05, 0.0023911664451232344]"
cmsclassunloadingenabled xx useconcmarksweepgc,"[24.66597284043292, 9.691057173199381e-05, 0.002390393530292186]"
mavenopts xmx512m xx,"[24.66597284043292, 9.691057173199381e-05, 0.002390393530292186]"
maxpermsize256m xx usegcoverheadlimit,"[24.66597284043292, 9.691057173199381e-05, 0.002390393530292186]"
usegcoverheadlimit xx cmsclassunloadingenabled,"[24.66597284043292, 9.691057173199381e-05, 0.002390393530292186]"
xmx512m xx maxpermsize256m,"[24.66597284043292, 9.691057173199381e-05, 0.002390393530292186]"
usrlibccachebin path git,"[13.010214384428647, 0.00018372629224190493, 0.002390318450123373]"
capnprootclibs madararootlib gamsrootlib,"[21.518290912662447, 0.00011104336344290958, 0.0023894633984850346]"
aptget install cppcheck,"[9.392888401082736, 0.00025439025079648374, 0.0023894592360548202]"
madararoot travisbuilddir gamsroot,"[21.492295704129504, 0.00011104336344290958, 0.002386576803096137]"
travisbuilddir gamsroot travisbuilddirgams,"[21.492295704129504, 0.00011104336344290958, 0.002386576803096137]"
reinstall install qq,"[13.586497026717826, 0.0001756504112642388, 0.002386473790383344]"
bolerodevlearningbolero mv bolero,"[23.127298887350257, 0.00010296748246524342, 0.0023813597426516815]"
mv bolero bolerodevlearning,"[23.127298887350257, 0.00010296748246524342, 0.0023813597426516815]"
thenn brew install,"[8.109543018874128, 0.000292750685440398, 0.0023740742773837955]"
travis ci notificationemail,"[22.18563141297503, 0.0001070054229540765, 0.002373982872848639]"
libboostalldev libeigen3dev libqt4dev,"[23.04748337081663, 0.00010296748246524342, 0.0023731413398525507]"
usrlocaloptccachelibexec path source,"[14.330195701481294, 0.0001655555600421561, 0.0023724435748724336]"
bolerobootstrapbolerosh bootstrapbolerosh rm,"[23.011187657597162, 0.00010296748246524342, 0.0023694040616380617]"
onfailure always language,"[14.130579951204659, 0.00016757453028657263, 0.0023679252979999814]"
2 afterfailure cat,"[14.652433432230403, 0.00016151761955332302, 0.002366626168637381]"
neontrue config symbolhidden,"[22.530904894655105, 0.00010498645270965996, 0.0023654397812285545]"
compilerg scanecho os,"[14.644047233459304, 0.00016151761955332302, 0.0023652716497747726]"
libblasdev liblapackdev gfortran,"[22.079982842187196, 0.0001070054229540765, 0.002362677902846993]"
libyamlcppdev libblasdev liblapackdev,"[22.943187627493646, 0.00010296748246524342, 0.0023624022697307416]"
mv srcmakefileam srcmakefilecentosam,"[22.07180377475855, 0.0001070054229540765, 0.0023618026982774208]"
mv srcmakefileubuntuam srcmakefileam,"[22.07180377475855, 0.0001070054229540765, 0.0023618026982774208]"
srcmakefileam srcmakefilecentosam mv,"[22.07180377475855, 0.0001070054229540765, 0.0023618026982774208]"
usrlocalbing mv srcmakefileam,"[22.07180377475855, 0.0001070054229540765, 0.0023618026982774208]"
cd python3 python,"[12.443373844911005, 0.00018978320297515454, 0.0023615433441044743]"
waf install popd,"[13.592479184732948, 0.00017363144101982224, 0.0023600817478771205]"
rm etcaptsourceslistdmongodb list,"[21.62833056406747, 0.00010902439319849304, 0.0023580156156438764]"
unset cc test,"[16.868902427308686, 0.00013930894686474112, 0.002349989031912448]"
begin certificate end,"[21.960772462369807, 0.0001070054229540765, 0.0023499217457341173]"
certificate end certificatep,"[21.960772462369807, 0.0001070054229540765, 0.0023499217457341173]"
conantravisinstallsh script conantravisbuildsh,"[20.051991581774814, 0.0001171002741761592, 0.0023480937120038668]"
make individualtests env,"[10.760925975773773, 0.0002180487863969861, 0.0023464068495252744]"
gamsrootlib vreproot jobs,"[21.10763185389418, 0.00011104336344290958, 0.0023438624353711067]"
enablemecab enableux enableopencv,"[26.983368332471038, 8.681572050991112e-05, 0.002342580563567792]"
enableux enableopencv enablepythonbridge,"[26.983368332471038, 8.681572050991112e-05, 0.002342580563567792]"
enablezookeeper enablemecab enableux,"[26.983368332471038, 8.681572050991112e-05, 0.002342580563567792]"
link openssl force,"[21.065590594038937, 0.00011104336344290958, 0.0023391940324734035]"
cxxclang39 os linux,"[12.287360729893024, 0.00018978320297515454, 0.0023319346754302308]"
cxxg49 os linux,"[12.287360729893024, 0.00018978320297515454, 0.0023319346754302308]"
cxxg6 os linux,"[12.287360729893024, 0.00018978320297515454, 0.0023319346754302308]"
script mkdir build,"[10.487255832095776, 0.00022208672688581917, 0.002329080321764369]"
m pip install,"[11.877681694722853, 0.00019584011370840418, 0.0023261265336867545]"
packagelinux sudo true,"[12.366967752338788, 0.00018776423273073802, 0.002322074211223672]"
