file_name,TestFail,BuildError,TestError,CodeAnalysisError,TravisError,DeploymentError,NoFailDetected,TimeExceeded,NotPythonLang,LogNotFound,No Fault Found,RepoType
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266070.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266116.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266117.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266118.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266119.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266165.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266166.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266167.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266168.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266227.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266228.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266229.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266230.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266238.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266271.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266272.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266273.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266274.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266283.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266371.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266372.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266373.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266374.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266389.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266421.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266425.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266432.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266476.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266487.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266521.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266530.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266531.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266533.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266572.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266573.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266574.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266605.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266606.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266607.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266608.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266625.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266640.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266641.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266643.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266659.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266680.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266691.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266749.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266750.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266766.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266815.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266816.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266817.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266818.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266899.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266902.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266904.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266918.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266930.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266980.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440266990.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267027.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267042.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267043.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267044.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267045.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267078.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267079.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267080.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267081.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267098.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267101.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267102.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267103.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267104.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267116.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267142.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267154.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267155.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267187.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267208.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267209.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267211.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267220.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267229.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267261.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267290.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267291.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267293.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267301.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267316.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267317.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267318.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267319.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267358.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267359.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267360.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267361.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267375.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267377.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267412.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267413.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267414.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267415.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267435.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267467.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267487.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267503.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267504.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267505.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267507.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267518.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267519.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267573.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267585.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267586.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\mne-tools_mne-python\job_logs\440267587.txt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,Tool
