file_name;TestFail;BuildError;TestError;CodeAnalysisError;TravisError;DeploymentError
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352663712.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352663713.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352663714.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352665576.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352665577.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352665578.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352680969.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352680970.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352680971.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352690996.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352690997.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352690998.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352691226.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352691227.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352691228.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352696429.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352696430.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352696431.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352706409.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352706410.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352706411.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352716290.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352716291.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352716292.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\352736007.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\353537600.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\353537601.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\353537602.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\357871665.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\357871666.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\357871667.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358023489.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358023490.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358023491.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358036510.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358036511.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358036512.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358377120.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358377121.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358377122.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358386412.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358386413.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358386414.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358394405.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358394406.txt;None;None;None;None;None;None
C:\Users\dhiarzig\PycharmProjects\ML-CI\Project Stats Year\Applied\alan-turing-institute_sktime\job_logs\358394407.txt;None;None;None;None;None;None
