ProjectName,Build Tools,CI tools,Deployment Automation,Monitoring and Logging,Analyzer,Test
SheikhRabiul/A-Deep-Learning-Based-Illegal-Insider-Trading-Detection-and-Prediction-Technique-in-Stock-Market,0,0,0,0,0,0
Shenggan/DeepCell-Keras,0,0,0,0,0,0
ShichenLiu/CondenseNet,0,0,0,0,0,0
ShreyAmbesh/Traffic-Rule-Violation-Detection-System,0,0,0,0,0,0
ShuangLI59/person_search,1,0,0,0,1,0
Shun14/TextBoxes_plusplus_Tensorflow,0,0,0,0,0,0
ShusenTang/Dive-into-DL-PyTorch,0,0,1,0,0,0
Sierkinhane/AtrousPose,0,0,0,0,0,0
Sierkinhane/crnn_chinese_characters_rec,0,0,0,0,0,0
Silk-Road/Statistical_Learning_Method_by-Dr.-Li-Hang,0,0,0,0,0,0
SimGus/Chatette,0,1,0,0,1,0
SimiaCryptus/MindsEye,1,0,0,0,0,1
SirLYC/ImageLabelView,1,0,0,0,0,0
SirPolly/SandboxAI,0,0,0,0,0,0
SiteHuang/COMP90055-Spider-Object-Detection,1,0,0,0,1,0
SketchyScene/SketchyScene,0,0,0,0,0,0
Slava/label-tool,0,0,1,0,1,0
Sleepychord/ChinesePoemGeneration,0,0,0,0,0,0
SleyAI/Biomedical-Segmentation-with-PyTorch,0,0,0,0,0,0
Slicer/SlicerJupyter,1,0,0,0,0,0
SmartDataAnalytics/MA-INF-4223-DBDA-Lab,1,0,0,0,0,0
Smith42/XDF-GAN,0,0,0,0,0,0
Soluto/python-flask-sklearn-docker-template,0,0,1,0,0,0
SparkJiao/SLQA,0,0,0,0,0,0
SparshaSaha/Hand-Gesture-Recognition-Using-Background-Elllimination-and-Convolution-Neural-Network,0,0,0,0,0,0
SpatialPerceptionNeuralNetwork/SOA_DORN_TF,0,0,0,0,0,0
Speedml/speedml,1,0,0,0,0,0
Spenhouet/automated-deep-photo-style-transfer,0,0,0,0,0,0
Spenhouet/tensorboard-aggregator,0,0,0,0,0,0
Spground/DLToy,0,0,0,0,0,0
SridharCR/Diabetes_Prediction,0,0,0,0,0,0
Stable-Baselines-Team/stable-baselines,1,1,1,0,1,1
StanfordASL/NHumanModeling,0,1,0,0,1,0
Steven-Hewitt/Entailment-with-Tensorflow,0,0,1,0,0,0
Stick-To/CenterNet-tensorflow,0,0,0,0,0,0
Stick-To/DLA-tensorflow,0,0,0,0,0,0
Stick-To/DPN-tensorflow,0,0,0,0,0,0
Stick-To/Inception-tensorflow,0,0,0,0,0,0
Stick-To/Object-Detection-API-Tensorflow,0,0,0,0,0,0
Stick-To/Octconv-ResNet-tensorflow,0,0,0,0,0,0
Stick-To/Online_Image_Augmentor_tensorflow,0,0,0,0,0,0
Stick-To/PFPNet-tensorflow,0,0,0,0,0,0
Stick-To/PyramidNet-tensorflow,0,0,0,0,0,0
Stick-To/RefineDet-tensorflow,0,0,0,0,0,0
Stick-To/ResNeXt-tensorflow,0,0,0,0,0,0
Stick-To/ResNet-tensorflow,0,0,0,0,0,0
Stick-To/RetinaNet-tensorflow,0,0,0,0,0,0
Stick-To/SSD-tensorflow,0,0,0,0,0,0
Stick-To/WideResNet-tensorflow,0,0,0,0,0,0
Stick-To/YOLO-tensorflow,0,0,0,0,0,0
Stick-To/light-head-rcnn-tensorflow,0,0,0,0,0,0
Stockholm-AI/stockholm-ai,0,0,1,0,0,0
Strange-AI/datasets,0,0,0,0,0,0
SudalaiRajkumar/ML,0,0,0,0,0,0
SuperCowPowers/bat,1,1,0,0,0,0
SuperKogito/Voice-based-gender-recognition,0,1,0,0,0,0
SwapnikKatkoori/node-summarizer,0,1,0,0,0,0
Swift-AI/NeuralNet,0,0,0,0,0,0
Swifter-AI/Handwriting,0,0,0,0,0,0
SymphonyPy/Valified_Code_Classify,0,0,0,0,0,0
Syn-McJ/TFClassify-Unity,0,0,0,0,0,0
SystemsGenetics/gene-oracle,0,0,1,0,0,0
TIBCOSoftware/flogo-contrib,0,1,0,0,0,0
TIBHannover/GeoEstimation,0,0,1,0,0,0
TLESORT/State-Representation-Learning-An-Overview,0,0,0,0,0,0
TSjianjiao/Defect-Detection-with-tensorflow,0,0,0,0,0,0
TalSchuster/CrossLingualELMo,0,0,0,0,0,0
Tamuel/TF_SemanticSegmentation,0,0,0,0,0,0
Tandon-A/CycleGAN_ssim,0,0,0,0,0,0
TatsuyaShirakawa/poincare-embedding,0,0,0,0,0,0
TensorPy/TensorPy,1,0,1,0,0,0
TensorTom/colabctl,0,0,0,0,0,0
TetsumichiUmada/text2emoji,0,0,0,0,0,0
Texera/texera,1,1,1,0,1,1
Text-Mining/Persian-NER,0,0,0,0,0,0
Text-Mining/android-app,1,1,0,0,0,0
TheAlgorithms/MATLAB-Octave,0,0,0,0,0,0
TheMTank/ai-distillery,0,1,0,0,0,0
TheoLvs/reinforcement-learning,0,0,0,0,0,0
ThibaultGROUEIX/3D-CODED,0,0,0,0,0,0
ThinkingForms/VLML,0,1,0,0,0,0
ThinkingTransistor/Sigma,0,1,0,0,0,0
ThoroughImages/EasySparse,0,0,0,0,0,0
ThoughtWorksInc/twde-datalab,0,1,0,0,0,0
ThoughtfulDev/EagleEye,0,0,1,0,0,0
Tian312/EliIE,0,0,0,0,0,0
TiesdeKok/ipystata,0,0,0,0,0,0
Tiiiger/SGC,0,0,0,0,0,0
Tiiiger/bert_score,0,1,0,0,0,0
TimRivoli/Stock-Price-Trade-Analyzer,0,0,0,0,0,0
TimoBolkart/TF_FLAME,0,0,0,0,0,0
TimoBolkart/voca,0,0,0,0,0,0
Timthony/document-scan-on-the-phone,0,0,0,0,0,0
Tiramisu-Compiler/tiramisu,1,1,0,0,0,0
Tixierae/graph_2D_CNN,1,0,0,0,0,0
TobiasLee/MTA-LSTM-TensorFlow,0,0,0,0,0,0
TomaszRewak/Face-Landmarking,0,0,0,0,0,0
Tomotoes/SmartHome,0,1,1,0,1,0
Tony607/keras_openvino,0,0,0,0,0,0
Tony607/object_detection_demo,0,0,0,0,0,0
Tony607/tf_jetson_nano,0,0,0,0,0,0
TonythePlaneswalker/pcn,1,0,0,0,0,0
TooAngel/screeps,0,0,0,0,1,0
TorchCraft/TorchCraft,1,0,1,0,1,0
Towson-Research/GAN-Balancing-Datasets,1,0,0,0,0,0
TrainingByPackt/Beginning-Application-Development-with-TensorFlow-and-Keras,1,0,1,0,0,0
TrainingByPackt/Natural-Language-Processing-Fundamentals,0,0,0,0,0,0
Tramac/DenseVoxNet-tensorflow,0,0,0,0,0,0
Tramac/Fast-SCNN-pytorch,0,0,0,0,0,0
TropComplique/FaceBoxes-tensorflow,0,0,0,0,0,0
TropComplique/light-head-rcnn,0,0,0,0,0,0
TuringLang/Turing.jl,0,1,1,0,0,0
Tw1ddle/needs-ai-standalone,0,1,0,0,0,0
TwentyBN/GulpIO,0,1,0,0,0,1
Twonki/Medusa,0,0,0,0,0,0
TyJK/EchoBurst,0,0,0,0,0,0
UBC-MDS/public,0,0,0,0,0,0
UBC-Stat-ML/blangSDK,1,1,0,0,0,1
UCLA-StarAI/LearnPSDD,0,0,0,0,0,0
UGentBiomath/wwdata,1,1,0,0,0,0
USDepartmentofLabor/soii_neural_autocoder,0,0,0,0,0,0
Ugness/PiCANet-Implementation,0,0,0,0,0,0
UiO-CS/tf-wavelets,0,0,0,0,0,0
Unisound/SampleRNN,0,0,0,0,0,0
Unity-Technologies/obstacle-tower-env,0,0,0,0,0,0
Unity-Technologies/otto,0,0,0,0,0,0
VSainteuf/izitorch,0,1,0,0,0,0
ValentinRicher/emotion-recognition-GAN,0,0,0,0,0,0
VectorFist/CNN-Fusion,0,0,0,0,0,0
Venka97/FaceSwapCV,0,0,0,0,0,0
VeriSilicon/acuity-models,0,0,0,0,0,0
Verma314/Face-Recognition-on-live-data,0,0,0,0,0,0
Viredery/tf-eager-fasterrcnn,0,0,0,0,0,0
Vishal-V/100-Days-of-ML-Code,0,0,0,0,0,0
VisionSystemsInc/pix2face,0,0,1,0,0,0
VivekPa/AIAlpha,0,0,0,0,0,0
VowpalWabbit/vowpal_wabbit,1,0,1,0,1,1
WHUIR/DAZER,0,0,0,0,0,0
WHUIR/RAGE,0,0,0,0,0,0
WICWIU/WICWIU,1,0,0,0,0,0
WLM1ke/poptimizer,1,0,0,0,0,1
WMD-group/SMACT,1,1,0,0,1,0
WNJXYK/AutoWechatGames,0,0,0,0,0,0
WNoxchi/Kaukasos,0,0,0,0,0,0
WZBSocialScienceCenter/germalemma,1,0,0,0,0,0
Waikato/weka-3.8,1,0,0,0,0,1
Walleclipse/AGPC,0,0,0,0,0,0
Walleclipse/PersonalityDiscrimination_Chatting,0,0,0,0,0,0
WattSocialBot/alana_learning_to_rank,0,0,0,0,0,0
Wei2624/AI_Learning_Hub,1,0,0,0,0,0
WeiChengTseng/cs231n-2017,0,0,0,0,0,0
WenjieZ/TSCV,0,0,0,0,0,0
White-Link/UnsupervisedScalableRepresentationLearningTimeSeries,0,0,0,0,0,0
Whoisurdady/WeChatRoomGame,0,0,0,0,0,0
WiMLDS/nyc-2018-scikit-sprint,0,0,0,0,0,0
WilliamYi96/Machine-Learning,0,0,0,0,0,0
WindQAQ/listen-attend-and-spell,0,0,0,0,0,0
WladimirSidorenko/CRFSuite,0,1,0,0,0,0
WladimirSidorenko/PotTS,0,0,0,0,0,0
WomenWhoCodeDelhi/PracticallyML,0,0,0,0,0,0
WorldWideTelescope/pywwt,1,0,0,0,1,1
WynMew/FaceAttribute,0,0,0,0,0,0
X-DataInitiative/tick,1,1,1,0,1,1
X-czh/SeqGAN-PyTorch,0,0,0,0,0,0
XXXalice/EngineSSL,0,0,0,0,0,0
Xachap/Neuro-FLOPER,0,0,0,0,0,0
XamlBrewer/UWP-MachineLearning-Sample,0,0,0,0,0,0
XanaduAI/QMLT,1,1,0,0,1,0
XanaduAI/pennylane-pq,1,0,0,0,1,0
XanaduAI/pennylane-sf,1,0,0,0,1,0
XiaoMi/mace-models,0,1,0,0,0,0
XiaoMi/mobile-ai-bench,1,1,0,0,0,0
XiaohangZhan/conditional-motion-propagation,0,0,0,0,0,0
Xilinx/graffitist,0,0,0,0,0,0
XuezheMax/NeuroNLP2,0,0,0,0,0,0
Y-sir/Coursera_ML_Exercise,0,0,0,0,0,0
YU1ut/MixMatch-pytorch,0,0,0,0,0,0
YZHANG1270/Girls-In-AI,0,0,0,0,0,0
Yagami360/My_NoteBook,0,0,0,0,0,0
YaleDHLab/lab-workshops,0,0,0,0,0,0
YangWangsky/tf_EEGLearn,0,0,0,0,0,0
YangZeyu95/unofficial-implement-of-openpose,0,0,0,0,0,0
YangZhang4065/AdaptationSeg,0,0,0,0,0,0
YannDubs/disentangling-vae,0,0,0,0,0,0
YeYzheng/KGQA-Based-On-medicine,0,0,0,0,0,0
YeongHyeon/R-CNN_LIGHT,0,0,0,0,0,0
YerevaNN/mimic3-benchmarks,0,0,0,0,0,0
YijianZhou/CDRP_TF,0,0,0,0,0,0
Yimeng-Zhang/Machine-Learning-From-Scratch,1,0,0,0,0,0
YipengHu/label-reg,0,0,0,0,0,0
Yochengliu/MLIC-KD-WSD,1,1,1,0,1,1
Yochengliu/ScasNet,0,0,0,0,0,0
YonghaoXu/RPNet,1,0,0,0,0,0
YonghaoXu/SEANet,0,0,0,0,0,0
YoongiKim/AutoCrawler,0,0,0,0,0,0
Yoshi3003/glom-android,1,0,0,0,0,0
Younes-Charfaoui/ML-Projects,0,0,0,0,0,0
YugantM/textcleaner,1,0,0,0,0,0
YuliangXiu/MobilePose-pytorch,1,0,0,0,0,0
YuliangXiu/PoseFlow,1,0,0,0,0,0
YunYang1994/SphereFace,0,0,0,0,0,0
YunYang1994/cuda-tutorial,0,0,0,0,0,0
YuriyGuts/snake-ai-reinforcement,1,0,0,0,0,0
Z-Zheng/SimpleCV,1,0,0,0,0,0
ZJULearning/DREN,0,0,0,0,0,0
ZainNasrullah/music-artist-classification-crnn,0,0,0,0,0,0
Zenohm/Friday,1,1,0,0,0,0
ZeusWPI/MOZAIC,0,1,0,0,0,0
ZheC/Realtime_Multi-Person_Pose_Estimation,0,0,0,0,0,0
Zhengyu-Li/Deep-Network-Compression-based-on-Student-Teacher-Network-,0,0,0,0,0,0
Zhenye-Na/DA-RNN,0,0,0,0,0,0
Zhenye-Na/reinforcement-learning-stanford,1,0,0,0,0,0
ZhenyuTan/Noise2Noise-Cryo-EM-image-denoising,0,0,0,0,0,0
ZhixiuYe/Intra-Bag-and-Inter-Bag-Attentions,0,0,0,0,0,0
ZhixiuYe/NER-pytorch,0,0,0,0,0,0
ZichaoLong/PDE-Net,0,0,0,0,0,0
ZigaSajovic/dCpp,0,0,0,0,0,0
Zsailer/jupyter_config_overview,0,0,0,0,0,0
a-martyn/ISL-python,0,0,0,0,0,0
a-slide/pycoQC,0,1,0,0,0,0
a1600012888/YOPO-You-Only-Propagate-Once,0,0,0,0,0,0
aaaton/golem,1,0,0,0,0,0
aabbcc1234mxd/OCR,0,0,0,0,0,0
aaguilerav/puzzle_solver,1,1,0,0,0,0
aarcosg/traffic-sign-detection,0,0,0,0,0,0
aaronlam88/cmpe295,1,0,0,0,0,0
aashutoshrathi/vision,1,0,0,0,1,0
aayux/glove-text-cnn,0,0,0,0,0,0
abachaa/MEDIQA2019,0,0,0,0,0,0
abdullah-K/face-recognition,0,0,0,0,0,0
abdullahselek/koolsla,1,1,0,0,0,0
abdullahselek/spampy,1,1,0,0,0,0
abhayspawar/featexp,0,0,0,0,0,0
abhishekkrthakur/is_that_a_duplicate_quora_question,0,0,0,0,0,0
abojchevski/graph2gauss,0,0,0,0,0,0
abojchevski/paican,0,0,0,0,0,0
abreheret/PixelAnnotationTool,0,1,0,0,0,0
acaglayan/exploitCNN-RNN,0,0,0,0,0,0
acharroux/Movidius-On-MacOS,0,0,0,0,0,0
acht7111020/ADLxMLDS2017,0,0,0,0,0,0
activatedgeek/LeNet-5,0,0,0,0,0,0
ad12/DOSMA,1,0,0,0,0,0
adambielski/siamese-triplet,0,0,0,0,0,0
adamqqqplay/dota2ai,0,0,0,0,0,0
adavoudi/spdnet,0,0,0,0,0,0
adessoAG/BrainySnake,1,0,0,0,0,0
adhaamehab/arabicnlp,1,1,0,0,0,0
adhaamehab/textblob-ar,1,1,0,0,0,0
adhorn/poliko,0,0,0,0,0,0
adik993/ppo-pytorch,0,0,0,0,0,0
adions025/XMLtoJson_Mask_RCNN,0,0,0,0,0,0
aditya-vora/FCHD-Fully-Convolutional-Head-Detector,0,0,0,0,0,0
adityashrm21/music-classification-cnn-pytorch,0,0,0,0,0,0
adiyoss/GCommandsPytorch,0,0,0,0,0,0
adler-j/learned_primal_dual,0,0,0,0,0,0
adrien2p/nestjs-dialogflow,0,1,0,0,1,0
advaitsave/Multiclass-Semantic-Segmentation-CamVid,0,0,0,0,0,0
adzialocha/tomomibot,1,0,0,0,0,0
aerdem4/kaggle-quora-dup,0,0,0,0,0,0
affinis-lab/traffic-light-detection-module,0,0,0,0,0,0
afperezm/acoustic-images-distillation,0,0,0,0,0,0
afruehstueck/tileGAN,0,0,0,0,0,0
afsalashyana/FakeImageDetection,1,0,0,0,0,0
agakshat/visualdialog-pytorch,0,0,0,0,0,0
aghbit/BIT_AI,1,0,0,0,0,0
agiletechvn/opencv-starterkit,1,0,1,0,1,0
agoose77/GOAP,0,0,0,0,0,0
agusgun/FakeImageDetector,0,0,0,0,0,0
ahmdtaha/FineGrainedVisualRecognition,0,0,0,0,0,0
ahmdtaha/tf_retrieval_baseline,0,0,0,0,0,0
ahmed-mez/keras-rest-API,0,0,1,0,0,0
ahmedbesbes/character-based-cnn,0,0,0,0,0,0
ahmetaa/zemberek-nlp,1,0,0,0,0,1
ahmetgunduz/Real-time-GesRec,0,0,0,0,0,0
ahmetozlu/color_recognition,0,0,0,0,0,0
ahundt/robotics_setup,1,0,0,0,0,0
ai-med/QuickNATv2,0,0,0,0,0,0
ai-med/nn-common-modules,1,0,0,0,0,0
ai-med/squeeze_and_excitation,1,0,0,0,0,0
ai-word/Artificial-Intelligence,0,0,0,0,0,0
ai4ce/DeepMapping,0,0,0,0,0,0
ai4iacts/hexagdly,0,0,0,0,0,0
aichaos/rivescript-go,1,1,0,0,0,0
aichaos/rivescript-js,1,1,0,0,0,0
aiengineer/NUSCCF,0,1,0,0,0,0
aimagelab/art2real,0,0,0,0,0,0
aimagelab/novelty-detection,0,0,0,0,0,0
aimi-cn/AILearners,0,0,0,0,0,0
aiops-project/AIOPS_PLATFORM,0,0,1,0,0,0
aiqm/torchani,1,0,0,0,0,0
airalcorn2/RankNet,0,0,0,0,0,0
aisolab/CS20,0,0,0,0,0,0
aistairc/market-reporter,1,0,1,0,1,0
aistairc/seq2seq_temporal_attention,0,0,0,0,0,0
aitoralmeida/spanish_word2vec,0,0,0,0,0,0
ajaysub110/A-Neural-Compositional-Paradigm-for-Image-Captioning,0,0,0,0,0,0
ajbrock/BigGAN-PyTorch,0,0,0,0,0,0
akabe/ocaml-jupyter,0,1,0,0,0,0
akanimax/BMSG-GAN,0,0,0,0,0,0
akar43/lsm,0,0,0,0,0,0
akashdeepjassal/mnist-flask,0,0,0,0,0,0
akashlevy/Deep-Learn-Oil,0,0,0,0,0,0
akashmjn/cs224n-gpu-that-talks,0,0,0,0,0,0
akofman/docker-video-processing,0,0,1,0,0,0
akofman/wider-face-pascal-voc-annotations,0,0,0,0,0,0
akondas/code-review-estimator,0,0,0,0,0,0
akoumjian/datefinder,1,1,0,0,0,0
akshaybahadur21/BreastCancer_Classification,0,0,0,0,0,0
akshaynagpal/w2n,1,1,0,0,0,0
akshayrb22/playing-with-data,0,0,0,0,0,0
alan-turing-institute/MLJBase.jl,0,1,0,0,0,0
alan-turing-institute/MLJModels.jl,0,1,0,0,0,0
alan-turing-institute/sktime,1,1,0,0,1,1
alanderex/pydata-pandas-workshop,0,0,0,0,0,0
albarji/proxTV,1,1,0,0,1,0
aldro61/mmit,1,1,0,0,0,1
alecGraves/BVAE-tf,0,0,0,0,0,0
alecwangcq/EigenDamage-Pytorch,0,0,0,0,0,0
aleju/imgaug,1,1,0,0,1,0
alephdata/fingerprints,1,0,0,0,0,0
alex04072000/CyclicGen,0,0,0,0,0,0
alexander-poon/legisPy,0,0,0,0,0,0
alexander-rakhlin/ICIAR2018,0,0,0,0,0,0
alexandra-chron/ntua-slp-wassa-iest2018,0,0,0,0,0,0
alexarnimueller/som,0,0,0,0,0,0
alexjc/neural-imagen,0,0,0,0,0,0
alexlenail/NN-SVG,0,0,0,0,0,0
aliakbar09a/AI_plays_snake,0,0,0,0,0,0
aligholami/SimpNet-Tensorflow,0,0,0,0,0,0
alina1021/facial_expression_transfer,0,0,0,0,0,0
alipay/jpmml-sparkml-lightgbm,1,0,0,0,0,0
alirezamika/evostra,1,0,0,0,0,0
aljabr0/from-keras-to-c,0,0,0,0,0,0
alldbi/Factorized-Spatial-Embeddings,0,0,0,0,0,0
allenai/beaker,1,0,0,0,0,0
allenai/comb_dist_direct_relex,0,0,0,0,1,0
allenai/scibert,0,0,1,0,0,0
allenai/scispacy,0,0,1,0,1,0
allisterb/ClassifyBot,0,0,0,0,0,0
allwefantasy/streamingpro,1,1,1,0,1,0
almond-sh/almond,0,1,1,0,0,0
alvarowolfx/gcloud-iot-edge-tensorflow,0,1,0,0,0,0
alvations/kopitiam,0,0,0,0,0,0
alvations/pywsd,0,1,0,0,0,0
alvations/sacremoses,0,1,0,0,0,0
alvinwan/timefhuman,1,1,0,0,1,0
alyosama/virnet,0,0,0,0,0,0
amalF/Kervolution,0,0,0,0,0,0
amalF/RCNN,0,0,0,0,0,0
amanbasu/3d-prostate-segmentation,0,0,0,0,0,0
amansrivastava17/lstm-siamese-text-similarity,0,0,0,0,0,0
amark/gun,1,1,1,0,1,0
ambakick/Person-Detection-and-Tracking,0,0,0,0,0,0
amdegroot/ssd.pytorch,0,0,0,0,0,0
americofmoliveira/VesselSegmentation_ESWA,0,0,0,0,0,0
amineHorseman/facial-expression-recognition-using-cnn,0,0,0,0,0,0
amingolnari/Deep-Learning-Course,0,0,0,0,0,0
amir-jafari/Deep-Learning,1,0,0,0,0,0
amirassov/retinanet,0,0,0,0,0,0
amirassov/youtrain,0,0,0,0,0,0
amirouche/sensimark,0,0,0,0,1,0
amirziai/learning,0,0,0,0,0,0
amirziai/sklearnflask,0,0,0,0,0,0
amitasviper/Self-Driving-CNNs,0,0,0,0,0,0
amitbcp/deep-learning-tutorials-examples,0,1,0,0,0,0
amitkaps/deep-learning,0,0,0,0,0,0
amobiny/Capsule_Network_Tensorflow,0,0,0,0,0,0
amosbastian/understat,1,1,0,0,0,0
amoudgl/pygoturn,0,0,0,0,0,0
amoussawi/recoder,1,1,0,0,0,1
amusi/AI-Job-Recommend,0,0,0,0,0,0
amusi/AI-Job-Resume,0,0,0,0,0,0
amusi/CV-Jobs,0,0,0,0,0,0
amusi/PyTorch-From-Zero-To-One,0,0,0,0,0,0
amusi/awesome-object-detection,0,0,0,0,0,0
amusi/daily-paper-computer-vision,0,0,0,0,0,0
amzn/emukit,1,1,0,0,0,1
analysiscenter/batchflow,1,0,0,0,1,1
analysiscenter/ds-py3,0,0,1,0,0,0
anastasios-stamoulis/deep-learning-with-csharp-and-cntk,0,0,0,0,0,0
anchen1011/toflow,0,0,0,0,0,0
andreasgrv/johnny,1,1,0,0,0,0
andreasvc/disco-dop,1,1,0,0,0,0
andrebleier/cheapml,0,0,0,0,0,0
andreluizsecco/Cognitive-LUIS-Programmatic,0,0,0,0,0,0
andrew-houghton/moon-board-climbing,0,0,0,0,0,0
andrewcooke/choochoo,0,0,0,0,0,0
andry9454/KerasDropconnect,0,0,0,0,0,0
angeladai/cnncomplete,0,0,0,0,0,0
angeligareta/SaferAuto,1,0,0,0,0,0
angetato/Optimizers-for-Tensorflow,0,0,0,0,0,0
anibali/margipose,0,0,1,0,0,0
anicolson/DeepXi,0,0,0,0,0,0
anicolson/bidirectional_2018,0,0,0,0,0,0
anirudhsom/Perturbed-Topological-Signature,0,0,0,0,0,0
anitaa1990/Trailers,1,0,0,0,0,0
anitan0925/ResFGB,0,0,0,0,0,0
ankanbhunia/AdverseBiNet,0,0,0,0,0,0
anki/vector-python-sdk,1,0,0,0,0,0
ankit1khare/Automatic-Parking-Management,0,0,0,0,0,0
ankitshah009/all-about-ai-residency,0,0,0,0,0,0
ankonzoid/NN-from-scratch,0,0,0,0,0,0
ankonzoid/artificio,0,0,0,0,0,0
ankur219/ECG-Arrhythmia-classification,0,0,0,0,0,0
annomator/annomator_1.0,0,0,0,0,0,0
annusgit/ForestCoverChange,0,0,0,0,0,0
anoopkunchukuttan/geomm,0,0,0,0,0,0
anouarbensaad/instagramBot,0,0,0,0,0,0
anowell/are-we-learning-yet,1,1,0,0,0,0
anrputina/outlierdenstream,1,1,0,0,0,0
anskarl/LoMRF,0,0,0,0,0,0
antmicro/jetson-nano-baseboard,0,0,0,0,0,0
antoinecarme/keras2sql,0,0,0,0,0,0
antononcube/MathematicaVsR,0,0,0,0,0,0
antonpaquin/Tensorflow-Lambda-Layer,0,0,0,0,0,0
anujdutt9/Audio-Scene-Classification,0,0,0,0,0,0
anuragranj/cc,0,0,0,0,0,0
anyai/OpenCTR,1,0,0,0,0,0
aonemd/margopher,0,1,0,0,0,0
apacha/Mensural-Detector,0,0,0,0,0,0
apacha/MusicScoreClassifier,0,1,0,0,0,0
apacha/MusicSymbolClassifier,0,1,0,0,0,0
apachecn/AiLearning,0,1,1,0,0,0
apachecn/HackCV-Translate,0,0,0,0,0,0
apachecn/Interview,0,1,0,0,0,0
apachecn/pytorch-doc-zh,0,1,1,0,0,0
apayne19/DoubleAuctionMarket,0,0,0,0,0,0
aphelionz/hypatia,0,0,0,0,0,0
apinf/ml-rest,0,0,0,0,0,0
apls777/spotty,1,0,1,0,0,0
apoorva-dave/LicensePlateDetector,0,0,0,0,0,0
appeler/ethnicolr,1,1,0,0,0,0
appinho/SAComputerVisionMachineLearning,0,0,0,0,0,0
appinho/SARosPerceptionKitti,0,0,0,0,0,0
apple/turicreate,1,1,1,0,1,1
aqlaboratory/pnerf,0,0,0,0,0,0
aqlaboratory/proteinnet,0,0,0,0,0,0
aqlaboratory/rgn,0,0,0,0,0,0
aquaskyline/Skyhawk,0,0,0,0,0,0
arXivTimes/arXivTimes,0,0,0,0,0,0
araffin/srl-zoo,1,0,0,0,1,0
aravindsrinivas/flowpp,0,0,0,0,0,0
ardamavi/Dog-Cat-Classifier,0,0,0,0,0,0
ardamavi/Game-Bot,0,0,0,0,0,0
argoproj/argo,1,0,1,0,1,0
ariaghora/darkteal,0,0,0,0,0,0
arm61/pylj,1,1,0,0,1,0
armujahid/appengine-tensorflow-python3,0,0,0,0,0,0
arnaldog12/Machine_Learning,0,0,0,0,0,0
arnaldog12/Manual-Pratico-Deep-Learning,0,0,0,0,0,0
arne-cl/discoursegraphs,1,1,1,0,0,1
arnoweng/CheXNet,0,0,0,0,0,0
arose13/rosey,1,0,0,0,0,0
art-programmer/FloorNet,0,0,0,0,0,0
artem-oppermann/Deep-Autoencoders-For-Collaborative-Filtering,0,0,0,0,0,0
artem-oppermann/Sentiment-Analysis-of-Netflix-Reviews,0,0,0,0,0,0
artiste-qb-net/qubiter,1,0,0,0,0,0
arunponnusamy/gender-detection-keras,0,0,0,0,0,0
arunponnusamy/object-detection-opencv,0,0,0,0,0,0
arviedelgado/Roro,0,0,0,0,0,0
aryanmisra/Skin-Lesion-Classifier,0,0,0,0,0,0
asafschers/goscore,0,1,0,0,0,0
ashafaei/out-of-distribution-detection,0,0,0,0,0,0
ashblue/fluid-behavior-tree,0,1,0,0,0,0
ashwhall/dsnt,0,0,0,0,0,0
ashwin-patil/threat-hunting-with-notebooks,0,0,0,0,0,0
asif536/Movie-Recommender-System,0,0,0,0,0,0
aspk/Quora_question_pairs_NLP_Kaggle,0,0,0,0,0,0
assap-org/assap,0,1,0,0,0,0
astier/model-free-episodic-control,0,0,0,0,0,0
astorfi/3D-convolutional-speaker-recognition,1,1,0,0,0,0
astorfi/sequence-to-sequence-from-scratch,1,0,0,0,0,0
astrazeneca-cgr-publications/mantis-ml-release,0,0,0,0,0,0
astropy/astrowidgets,1,1,0,0,0,0
aswinshenoy/trendulkar,0,0,0,0,0,0
atanasster/crypto-grommet,0,0,0,0,1,0
atavakol/action-branching-agents,0,0,0,0,0,0
atg-abhishek/cse-aiethics-ml-best-practices,0,0,0,0,0,0
atnlp/torchtext-summary,0,0,0,0,0,0
atomistic-machine-learning/schnetpack,1,1,0,0,0,0
atulapra/Emotion-detection,0,0,0,0,0,0
atulkum/pointer_summarizer,0,0,0,0,0,0
autonomio/talos,1,0,0,0,1,0
autonomio/wrangle,1,1,0,0,0,0
avanetten/simrdwn,1,0,1,0,0,0
avi-spc/GameOfLife,0,0,0,0,0,0
avilash/pytorch-siamese-triplet,0,0,0,0,0,0
avinashpaliwal/Super-SloMo,0,0,1,0,0,0
aws-samples/amazon-rekognition-engagement-meter,0,1,1,0,0,0
aws-samples/amazon-rekognition-video-analyzer,1,0,0,0,0,0
aws-samples/aws-lex-web-ui,1,0,0,0,1,0
aws-samples/aws-open-data-analytics-notebooks,0,0,0,0,0,0
aws-samples/deep-learning-models,1,0,1,0,0,0
aws-samples/machine-learning-using-k8s,0,0,1,0,0,0
aws/sagemaker-sparkml-serving-container,1,1,1,0,0,1
awslabs/datawig-sagemaker,0,1,1,0,0,0
awslabs/mxnet-model-server,1,0,1,0,1,1
axegon/tf2_malaria_cell_detection,0,0,0,0,0,0
ayrna/orca,1,1,0,0,0,0
ayush1997/YouTube-Like-predictor,0,0,0,0,0,0
ayyucekizrak/Udemy_DerinOgrenmeyeGiris,0,0,0,0,0,0
azu/morpheme-match,0,1,0,0,0,0
